Q No.,Question,Answer,Model Response
248,ওদের কয়েকজন বন্ধু কিছু লজেন্স ও বিস্কুট নিয়ে বাগানে এলো। ওরা মোট যতজন বন্ধু হলো প্রত্যেক ততগুলি লজেন্স ও প্রত্যেক তার দ্বিগুণ সংখ্যক বিস্কুট আনল। মোট লজেন্স ও বিস্কুট ১৪৭ টি আনলে ওরা কতজন বন্ধু হিসাব করে দেখি।,৭,"ধরা যাক ওদের মোট বন্ধুর সংখ্যা হল x। 
প্রত্যেক বন্ধু তার সমান সংখ্যক বিস্কুট এবং দ্বিগুণ সংখ্যক বিস্কুট নিয়ে আসে। 
তাই, প্রত্যেক বন্ধু 1টি লজেন্স এবং 2টি বিস্কুট নিয়ে আসে।
মোট লজেন্স এবং বিস্কুটের সংখ্যা হল x (লজেন্স) + 2x (বিস্কুট) = 3x।
মোট লজেন্স এবং বিস্কুটের সংখ্যা 147 হিসাবে দেওয়া হয়েছে।
তাই, 3x = 147
x = 147 / 3
x = 49

উত্তর: 49"
364,একটি পাত্রে ১.৬ লিটার রং আছে এবং এর ওজন ২.৪ কেজি। প্রতি লিটার রং এর ওজন নির্ণয় কর।,১.৫০,"প্রদত্ত যে একটি পাত্রে ১.৬ লিটার রং আছে এবং এর ওজন ২.৪ কেজি, প্রতি লিটার রং-এর ওজন নির্ণয় করতে আমাদের মোট ওজনকে মোট লিটার দ্বারা ভাগ করতে হবে।

প্রতি লিটার রং-এর ওজন = মোট ওজন / মোট লিটার
= ২.৪ কেজি / ১.৬ লিটার
= ১.৫ কেজি প্রতি লিটার

উত্তর: 1.5"
644,"একজন বালক দোকান থেকে ১৫ টি খাতা ও ১০ টি পেনসিল ৩০০ টাকা দিয়ে ক্রয় করল। আবার, অন্য একজন বালক একই দোকান থেকে একই ধরনের ১০ টি খাতা ও ১৫ টি পেনসিল ২৫০ দিয়ে ক্রয় করল। প্রতিটি পেনসিল এর মূল্য নির্ণয় কর।",৬,"আসুন ধাপে ধাপে সমস্যার সমাধান করি।

ধরা যাক, প্রতিটি খাতার দাম x টাকা, এবং প্রতিটি পেনসিলের দাম y টাকা।

প্রথম বালক যে ১৫টি খাতা এবং ১০টি পেনসিল ৩০০ টাকা দিয়ে ক্রয় করেছে, সেই খরচ আমরা নিম্নরূপ প্রকাশ করতে পারি:

15x + 10y = 300 ... (সমীকরণ 1)

আবার, দ্বিতীয় বালক যে ১০টি খাতা এবং ১৫টি পেনসিল ২৫০ টাকা দিয়ে ক্রয় করেছে, সেই খরচ আমরা নিম্নরূপ প্রকাশ করতে পারি:

10x + 15y = 250 ... (সমীকরণ 2)

এখন, আমরা সমীকরণ 1 এর উভয় দিককে 2 দ্বারা এবং সমীকরণ 2 �"
70,একটি প্যাকেটে ০.৩৩৪ লিটার দুধ আছে। এরূপ ৫০টি প্যাকেটে কত লিটার দুধ আছে ?,১৬.৭০,"প্রথমে, আমরা একটি প্যাকেটে কত লিটার দুধ আছে তা খুঁজে পাব। 
একটি প্যাকেটে ০.৩৩৪ লিটার দুধ আছে। 
অতএব, ৫০টি প্যাকেটে কত লিটার দুধ আছে তা জানতে, আমরা একটি প্যাকেটে থাকা দুধের পরিমাণকে ৫০ দ্বারা গুণ করব। 
50 * 0.334 = 16.7 লিটার 

উত্তর: 16.7"
11,"এই বছর একটি গাড়ির মূল্য ১৬০০০ ডলার, যা গত বছরের মূল্যের ০.৮ গুন। গত বছরের গাড়ির মূল্য কত।",২০০০০,"ধরা যাক গত বছরের গাড়ির মূল্য হল x ডলার।

এই বছরের গাড়ির মূল্য গত বছরের মূল্যের 0.8 গুণ, তাই এই বছরের গাড়ির মূল্য 0.8x ডলার।

আমাদের দেওয়া হয়েছে যে এই বছরের গাড়ির মূল্য 16000 ডলার, তাই আমরা সমীকরণ সেট আপ করতে পারি:

0.8x = 16000

এখন, x এর সমাধান করতে, আমরা উভয় পক্ষকে 0.8 দ্বারা ভাগ করতে পারি:

x = 16000 / 0.8
x = 20000

সুতরাং, গত বছরের গাড়ির মূল্য ছিল 20000 ডলার।

উত্তর: 20000"
342,একটি রাস্তায় কিছু গাছ এবং ল্যাম্পপোস্ট আছে। ২৫ মিটার পরপর গাছ এবং ২০ মিটার পরপর ল্যাম্পপোস্ট আছে। রাস্তার শুরুতে পাছ ও ল্যাম্পপোস্ট একত্রে থাকলে কত মিটার পরপর গাছ এবং ল্যাম্পপোস্ট পুনরায় একসাথে থাকবে ?,১০০,"এই সমস্যাটি সমাধান করার জন্য, আমাদের 25 এবং 20 এর সর্বনিম্ন সাধারণ মাল্টিপল (এলসিএম) খুঁজে বের করতে হবে। এলসিএম হল সবচেয়ে ছোট সংখ্যা যা উভয় সংখ্যা দ্বারা বিভাজ্য।

25 এর গুণিতক: 25, 50, 75, 100, 125, 150, 175, 200, 225, 250, 275, 300, ...
20 এর গুণিতক: 20, 40, 60, 80, 100, 120, 140, 160, 180, 200, 220, 240, 260, 280, 300, ...

উভয় তালিকায় প্রদর্শিত প্রথম সংখ্যা হল 100। তাই, 25 এবং 20 এর এলসিএম হল 100।

অতএব, গাছ এবং ল্যাম্পপোস্ট পুনরায় একসাথে থাকবে 100 মিটার পরে।

উত্তর: 100"
64,"আমরা ০.৬ লিটার দুধকে ৩ জন শিক্ষার্থীর মধ্যে সমানভাবে ভাগ করতে চাই।
প্রত্যেক শিক্ষার্থী কত লিটার দুধ পাবে ?",০.২০,"আমরা ০.৬ লিটার দুধকে ৩ জন শিক্ষার্থীর মধ্যে সমানভাবে ভাগ করতে চাই। তাই, প্রথমে আমাদের মোট দুধের পরিমাণকে শিক্ষার্থীর সংখ্যা দিয়ে ভাগ করতে হবে।

মোট দুধ = ০.৬ লিটার
শিক্ষার্থীর সংখ্যা = ৩

প্রত্যেক শিক্ষার্থীর অংশ = মোট দুধ / শিক্ষার্থীর সংখ্যা
= ০.৬ লিটার / ৩
= ০.২ লিটার

সুতরাং, প্রত্যেক শিক্ষার্থী ০.২ লিটার দুধ পাবে।

উত্তর: ০.২"
465,একটি গাড়ির বিক্রয়মূল্য গাড়িটির ক্রয়মূল্যের ৪৫ অংশের সমান। শতকরা লাভ ভাগ বা ক্ষতি নির্ণয় কর।,২০,"ধরা যাক গাড়ির ক্রয়মূল্য হল ১০০ টাকা।

বিক্রয়মূল্য = ৪৫% ক্রয়মূল্য 
= (৪৫/১০০) * ১০০ 
= ৪৫ টাকা 

লাভ = বিক্রয়মূল্য - ক্রয়মূল্য 
= ৪৫ - ১০০ 
= -৫৫ টাকা 

যেহেতু লাভ ঋণাত্মক, এর মানে একটি ক্ষতি হয়েছে। 

শতকরা ক্ষতি = (ক্ষতি / ক্রয়মূল্য) * ১০০ 
= (-৫৫ / ১০০) * ১০০ 
= -৫৫%

যেহেতু একটি ক্ষতি হয়েছে, তাই আমরা এটিকে একটি ঋণাত্মক মান হিসাবে প্রকাশ করি। 

উত্তর: 55"
55,"৪/৫ লিটার শরবত ২ জনকে সমানভাবে ভাগ করে দিলে প্রত্যেকে কত লিটার
শরবত পাবে ?",২/৫,"এই সমস্যাটি সমাধান করার জন্য, আমাদের ৪/৫ লিটার শরবতকে ২ জনের মধ্যে সমানভাবে ভাগ করে দেওয়ার ধারণাটি বুঝতে হবে। 

প্রথমে, আমরা ৪/৫ লিটারকে ২ দ্বারা ভাগ করব। এটি করার জন্য, আমরা ভগ্নাংশকে একটি ভগ্নাংশের মধ্যে রূপান্তর করতে পারি এবং তারপর ভাগ করতে পারি।

৪/৫ লিটার দেওয়া হলে, আমরা ২ দ্বারা ভাগ করতে চাই। এটি করার জন্য, আমরা ৪/৫ কে ১/২ দ্বারা গুণ করতে পারি। 

সুতরাং, (৪/৫) * (১/২) = ৪/১০ = ২/৫ লিটার।

অতএব, যখন ৪/৫ লিটার শরবত ২ জনের মধ্�"
535,একটি ক্রিকেট খেলায় ইমন ও সুমনের মোট রানসংখ্যা ৫৮। ইমনের রানসংখ্যা সুমনের রানসংখ্যার দ্বিগুণের চেয়ে ৫ রান কম। ঐ খেলায় ইমনের রানসংখ্যা কত?,৩৭,"আসুন সমস্যাটিকে ভেঙে ফেলি। ধরা যাক সুমনের রানসংখ্যা x। তারপর ইমনের রানসংখ্যা 2x - 5 (যেহেতু ইমনের রানসংখ্যা সুমনের রানসংখ্যার দ্বিগুণের চেয়ে 5 রান কম)।

আমরা জানি যে ইমন এবং সুমনের মোট রানসংখ্যা 58। সুতরাং, আমরা একটি সমীকরণ লিখতে পারি:

x + (2x - 5) = 58

মত পদ একত্রিত করুন:

3x - 5 = 58

উভয় দিকে 5 যোগ করুন:

3x = 63

3 দ্বারা ভাগ করুন:

x = 21

সুতরাং সুমনের রানসংখ্যা 21। ইমনের রানসংখ্যা খুঁজে পেতে, আমরা 2x - 5 সূত্রটি ব্যবহার করতে পারি:

ইমন"
518,কোন সংখ্যার এক-তৃতীয়াংশ ৪ এর সমান হবে?,১২,"আসুন ধাপে ধাপে সমস্যাটি সমাধান করি।

সমস্যা বলছে যে একটি সংখ্যার এক-তৃতীয়াংশ 4 এর সমান। আমরা এই সংখ্যাটিকে ""x"" হিসাবে চিহ্নিত করতে পারি। তাহলে, সমীকরণটি হবে:

(1/3)x = 4

এখন, আমাদের x এর মান বের করতে হবে। এটি করার জন্য, আমরা সমীকরণের উভয় দিককে 3 দ্বারা গুণ করতে পারি:

x = 4 * 3
x = 12

সুতরাং, সংখ্যাটি হল 12।

উত্তর: 12"
178,আজ রজত স্কুলে যাওয়ার সময়ে মোট পথের ০.২৫ অংশ হেঁটে ও বাকি অংশ রিকশায় গেল। রজত মোট পথের শতকরা কত ভাগ পথ রিকশায় গেল হিসাব করি।,৭৫,"রজত তার স্কুলে যাওয়ার পথের ০.২৫ অংশ হেঁটে এবং বাকি অংশ রিকশায় গেল। তিনি যে পথটি রিকশায় গেলেন তা হল মোট পথের ১ - ০.২৫ = ০.৭৫ অংশ।

এখন, শতকরা হারে রিকশায় যাওয়া পথের অংশ খুঁজে বের করতে, আমরা ০.৭৫ কে ১০০ দ্বারা গুণ করি:

০.৭৫ × ১০০ = ৭৫%

তাই, রজত মোট পথের ৭৫% রিকশায় গেল।

উত্তর: 75%"
300,"আমার ও সুতপার বয়সের অনুপাত ৫ঃ৬; আমার বয়স ১০ বছর হলে, সুতপার বয়স কত হিসাব করে লিখি।",১২,"ধরা যাক, আমার বয়স 5x এবং সুতপার বয়স 6x।

আমার বয়স 10 বছর হলে, আমরা সমীকরণ সেট আপ করতে পারি:

5x = 10

x এর সমাধান করতে, আমরা উভয় পক্ষকে 5 দ্বারা ভাগ করি:

x = 10/5
x = 2

এখন, আমরা x এর মান ব্যবহার করে সুতপার বয়স খুঁজে পেতে পারি:

সুতপার বয়স = 6x
= 6(2)
= 12

উত্তর: 12"
595,৪০ মিটার দৈর্ঘ্য এবং ৩০ মিটার প্রস্থবিশিষ্ট একটি মাঠের ঠিক মাঝে আড়াআড়িভাবে ১.৫ মিটার প্রশস্ত দুইটি রাস্তা আছে। রাস্তা দুইটির মোট ক্ষেত্রফল কত ?,১০২.৭৫,"প্রথমে আমাদেরকে রাস্তা দুইটির ক্ষেত্রফল বের করতে হবে।

রাস্তার দৈর্ঘ্য = মাঠের দৈর্ঘ্য = ৪০ মিটার

রাস্তার প্রস্থ = ১.৫ মিটার

তাই একটি রাস্তার ক্ষেত্রফল = দৈর্ঘ্য * প্রস্থ
                                 = ৪০ * ১.৫
                                 = ৬০ বর্গ মিটার

একইভাবে দ্বিতীয় রাস্তার ক্ষেত্রফলও ৬০ বর্গ মিটার।

এখন আমাদেরকে রাস্তা দুইটির ছেদ বিন্দুর ক্ষেত্রফল বের করতে হবে।

রাস্তা দুইটির ছেদ বিন্দু হলো একটি বর্গক্ষেত্র যার দৈর্ঘ্য এবং প্রস্থ উভয়ই ১.৫ মিটার।

সুতরাং ছেদ বিন্দুর ক্ষেত্রফল = দৈর্ঘ্�"
32,৪টি কলমের মূল্য ৮০ টাকা। ১০টি কলমের মূল্য কত?,২০০,"একটি কলমের দাম জানতে আমরা ৪টি কলমের মূল্যকে ৪ দিয়ে ভাগ করি। 
একটি কলমের মূল্য = ৮০ টাকা / ৪ = ২০ টাকা।

এখন, ১০টি কলমের মূল্যও জানতে পারি। 
১০টি কলমের মূল্য = ১০ * ২০ টাকা = ২০০ টাকা।

উত্তর: 200"
491,"একটি ত্রিভূজাকৃতি জমির ক্ষেত্রফল ২১৬ বর্গমিটার। এর ভূমি ১৮ মিটার হলে, উচ্চতা নির্ণয় কর।",২৪,"একটি ত্রিভুজের ক্ষেত্রফল বের করার সূত্র হল:

ক্ষেত্রফল = (ভূমি × উচ্চতা) / 2

এখানে, ত্রিভুজের ক্ষেত্রফল 216 বর্গমিটার এবং ভূমি 18 মিটার। উচ্চতা বের করতে, আমরা সূত্রটি পুনরায় সাজাতে পারি:

উচ্চতা = (2 × ক্ষেত্রফল) / ভূমি

প্রদত্ত মানগুলি প্রতিস্থাপন করে, আমরা পাই:

উচ্চতা = (2 × 216) / 18
উচ্চতা = 432 / 18
উচ্চতা = 24

সুতরাং, ত্রিভুজের উচ্চতা 24 মিটার।

উত্তর: 24"
56,৮/৯ লিটার দুধ ৫ জনকে সমানভাবে ভাগ করে দিলে প্রত্যেকে কত লিটার দুধ পাবে?,৮/৪৫,"এই সমস্যাটি সমাধান করার জন্য, আমাদের ৮/৯ লিটার দুধকে ৫ জনের মধ্যে সমানভাবে ভাগ করতে হবে।

প্রথমে, আমরা ৮/৯ লিটারকে ৫ দ্বারা ভাগ করব। এটি কম্পিউটার বা ক্যালকুলেটর ব্যবহার করে বা একটি ম্যানুয়াল পদ্ধতিতে করা যেতে পারে।

৮/৯ কে ৫ দিয়ে ভাগ করলে আমরা পাই:

(৮/৯) ÷ ৫ = (৮/৯) × (১/৫) = ৮/৪৫

এখন, আমরা এই ভগ্নাংশটিকে সরল করে দেখতে পারি। লব (৮) এবং হর (৪৫) এর সর্বশ্রেষ্ঠ সাধারণ ভাজক (GCD) হল ১। তাই, ৮/৪৫ ভগ্নাংশটি ইতিমধ্যেই সরলীকৃত।

অত"
