Q No.,Question,Answer,option1,option2,Model Response
10,"একটি ম্যামথ পানির গর্তের মধ্য দিয়ে ঘণ্টায় ১৮ কিলোমিটার গতিতে এগোয়, কিন্তু শক্ত ময়লার উপর ঘন্টায় ১৮ মাইল গতিতে চলে যায় কারণ শক্ত ময়লা ছিল? ",Option 2,বেশী প্রতিরোধী,কম প্রতিরোধী,"পানির গর্তের মধ্য দিয়ে ম্যামথ ঘণ্টায় ১৮ কিলোমিটার গতিতে এগোয় এবং শক্ত ময়লার উপর ঘন্টায় ১৮ মাইল গতিতে চলে যায়। এখানে, উল্লেখ্য যে ১ মাইল সমান ১.৬০৯৩৪ কিলোমিটার। সুতরাং, ১৮ মাইল সমান ১৮ * ১.৬০৯৩৪ = ২৮.৯৭ কিলোমিটার। 

যেহেতু ম্যামথ পানির গর্তের মধ্য দিয়ে ১৮ কিলোমিটার গতিতে এগোয় এবং শক্ত ময়লার উপর ২৮.৯৭ কিলোমিটার গতিতে চলে যায়, তাই শক্ত ময়লার উপর ম্যামথের গতি বেশি। 

এর মানে হল শক্ত ময়লা পানির গর্ত"
362,"ইয়ান এবং অ্যাভেরি একই স্টেশন থেকে ট্রেন ধরছে। ইয়ানের ট্রেন লাল, এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ৩৯ কিমি প্রতি ঘন্টা যাচ্ছে। অ্যাভেরি এর ট্রেন সবুজ এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ২৩ কিমি প্রতি ঘন্টা যাচ্ছে। ট্রেন যে ধীরগতির হয়?",Option 2,লাল,সবুজ,"ট্রেনের গতি তুলনা করার জন্য, আমাদের প্রথমে হারগুলিদের একই এককে রূপান্তর করতে হবে। আমরা জানি যে 1 মাইল প্রতি ঘন্টা (mph) 1 মাইল / 1 ঘন্টা = 1.60934 কিমি / 1 ঘন্টা = 1.60934 কিমি প্রতি ঘণ্টা (km/h) এর সমান।

- ইয়ানের ট্রেন যা লাল: 39 কিমি/ঘণ্টা
- অ্যাভেরির ট্রেন যা সবুজ: 23 কিমি/ঘণ্টা

এখন, যেহেতু উভয় ট্রেনই একই দূরত্ব (40 মাইল বা প্রায় 64.37 কিমি) যাচ্ছে, তাই আমরা সরাসরি তাদের গতির তুলনা করতে পারি:

লাল ট্রেনের গতি: 39 কিমি/ঘণ্টা
সবুজ ট্রেনের গতি: 23 কিমি/ঘণ্টা

যেহেত"
57,মার্কাসের ছেলে পুল টেবিল থেকে পুল বল নিয়ে গেল ঘরের চারপাশে খেলার জন্য। ছেলেটি লক্ষ্য করল যে পুল বলটি মার্বেল মেঝেতে ১৮০ সেন্টিমিটার এবং বালিতে ২৭ সেন্টিমিটার দূরত্ব যায়। কোনটি বেশী মসৃণ তল?,Option 1,মার্বেল মেঝে,বালি,"পুল বলটি মার্বেল মেঝেতে ১৮০ সেন্টিমিটার এবং বালিতে ২৭ সেন্টিমিটার দূরত্বে যায়। এখানে, মার্বেল মেঝেতে পুল বলটি অনেক বেশি দূরত্বে যাচ্ছে, যা বোঝায় মার্বেল মেঝেটি বালির চেয়ে অনেক বেশি মসৃণ। কারণ মসৃণ তলে বস্তু সহজে এবং দূরত্বে যেতে পারে। তাই, মার্বেল মেঝেটি বেশি মসৃণ।

উত্তর: উত্তর ১"
73,এলিয়ট লক্ষ্য করেন যে তিনি একটি হ্যান্ডকার্টকে সিমেন্টের উপর ১৯ মি/সেকেন্ড এবং কার্পেটে ২৩ মি/সেকেন্ড গতিতে ধাক্কা দিতে সক্ষম। হ্যান্ডকার্টটি কোথায় বেশী তাপ উৎপন্ন করবে?,Option 2,কার্পেটে,সিমেন্টে,"প্রথমে, আমাদের তাপ উৎপন্ন করার সূত্র বুঝতে হবে। তাপ উৎপন্ন করা ঘর্ষণের সাথে সম্পর্কিত, এবং ঘর্ষণ জড়িত দুটি বস্তুর মধ্যে গতির পার্থক্যের সাথে সম্পর্কিত।

হ্যান্ডকার্টটি সিমেন্টে ১৯ মি/সেকেন্ড গতিতে এবং কার্পেটে ২৩ মি/সেকেন্ড গতিতে চলে। এর অর্থ হল সিমেন্টের তুলনায় কার্পেটে হ্যান্ডকার্টটি দ্রুত গতিতে চলে।

যাইহোক, তাপ উৎপন্ন করার জন্য, আমাদের ঘর্ষণ বিবেচনা করতে হবে। সিমেন্টের তুলনায় কার্পেটে ঘর্ষণ কম, যার অর্থ হল কার্পেটে হ্যান্ডকার্ট"
133,জিম একটি ট্রাক এবং একটি গাড়ি উভয়েরই মালিক। ট্রাকের ওজন গাড়ির থেকে ১৩০২৫ কেজি বেশি। গ্যাসের প্যাডেলে চাপ দিলে কোন গাড়িটি বেশি গতিতে ত্বরান্বিত হবে?,Option 2,ট্রাক,গাড়ী,"একটি গাড়ির গতি এবং ত্বরান্বিত হওয়ার হার বিভিন্ন ফ্যাক্টরের উপর নির্ভর করে, যেমন ইঞ্জিনের শক্তি, ওজন, চাকার আকার এবং সামগ্রিক নকশা। যাইহোক, প্রশ্নটি শুধুমাত্র ওজনের উপর ফোকাস করছে।

একটি সরল বৈজ্ঞানিক দৃষ্টিকোণ থেকে, একই পরিমাণ শক্তি প্রয়োগ করা হলে, একটি হালকা বস্তু একটি ভারী বস্তুর চেয়ে দ্রুত ত্বরান্বিত হবে। এটি নিউটনের দ্বিতীয় গতি সূত্রের উপর ভিত্তি করে, যা বলে যে একটি বস্তুর উপর প্রয়োগকৃত বল (F) বস্তুর ভর (m) এ"
43,আজমীরা স্কুলে হাতের কাজ দেখিয়ে ৫০ এর মধ্যে ২৫ নম্বর পেয়েছে। কিন্তু আলির স্কুলে আলি হাতের কাজে ২৫ এর মধ্যে ১০ নম্বর পেয়েছে। কে বেশি অংশ নম্বর পেয়েছে হিসাব করি।,Option 1,আজমীরা ,আলি ,"আজমীরা স্কুলে হাতের কাজ দেখিয়ে ৫০ এর মধ্যে ২৫ নম্বর পেয়েছে, তাই আজমীরার অংশ হল ২৫/৫০ = ০.৫। 

আলির স্কুলে আলি হাতের কাজে ২৫ এর মধ্যে ১০ নম্বর পেয়েছে, তাই আলির অংশ হল ১০/২৫ = ০.৪। 

যেহেতু ০.৫ > ০.৪, তাই আজমীরা স্কুলে আজমীরা বেশি অংশ নম্বর পেয়েছে।

উত্তর: উত্তর ১"
279,রড তার কুকুরের কাছে একটি বল ঘুরিয়ে দিচ্ছিল। তিনি সিমেন্টের উপর ৫ মিটার দূরত্ব এবং ঘাসের উপর ২ মিটার দূরত্বে বলটি রোল করতে সক্ষম হন। এর কারণ কি সিমেন্ট?,Option 2,রুক্ষ,মসৃণ,"প্রদত্ত সমস্যাটি বিশ্লেষণ করে, আমরা দেখতে পাচ্ছি যে রড সিমেন্টের উপর ৫ মিটার দূরত্ব এবং ঘাসের উপর ২ মিটার দূরত্বে বলটি রোল করতে সক্ষম হয়েছে। এর কারণ হলো সিমেন্টের উপরিভাগ মসৃণ, তাই বলটি সহজেই সিমেন্টের উপর দীর্ঘ দূরত্বে গড়িয়ে যেতে পারে। অন্যদিকে, ঘাসের উপরিভাগ রুক্ষ, তাই বলটি ঘাসের উপর কম দূরত্বে গড়িয়ে যায়।

উত্তর: উত্তর ২"
377,জিম সার্ভার থেকে ১০০ কিমি দূরে থাকে। জরিনা সার্ভার থেকে ৯৭০০ মাইল দূরে বাস করে। উভয়ের ইন্টারনেট গতি একই। কার পিং বেশি হবে?,Option 2,জিম,জরিনা,"প্রথমে, আমাদের জিম এবং জরিনার দূরত্বের মধ্যে পার্থক্য বুঝতে হবে। জিম 100 কিমি দূরে থাকে, যেখানে জরিনা 9700 মাইল দূরে বাস করে। 

এই দূরত্বগুলিকে একই ইউনিটে রূপান্তর করা যাক। আমরা জানি যে 1 মাইল সমান 1.60934 কিমি। 

জরিনার দূরত্বকে কিমি-তে রূপান্তর করা যাক: 
9700 মাইল * 1.60934 কিমি/মাইল ≈ 15611.418 কিমি

এখন আমরা দেখতে পাচ্ছি যে জরিনা প্রায় 15611.418 কিমি দূরে বাস করে, যেখানে জিম 100 কিমি দূরে থাকে। 

ইন্টারনেট গতি একই হলে, পিং সময় দূরত্বের উপর নির্ভর করে। কারণ তথ্য প্রেরণ �"
232,"শেপ এবং ক্রিস একই রাস্তায় গাড়ি চালাচ্ছে এবং একই গতিতে যাচ্ছে। যাইহোক, শেপ ১২০ সেকেন্ডের জন্য ভ্রমণ করেছে এবং ক্রিস ১ মিনিটের জন্য ভ্রমণ করেছে। ফলে?",Option 1,শেপ ক্রিসের চেয়ে আরও বেশি ভ্রমণ করেছে,শেপ ক্রিসের চেয়ে বেশি ভ্রমণ করেনি,"যেহেতু শেপ এবং ক্রিস একই গতিতে যাচ্ছে, তাই আমরা তাদের ভ্রমণের দূরত্ব তুলনা করার জন্য সময়ের তুলনা করতে পারি। 

শেপ ১২০ সেকেন্ডের জন্য ভ্রমণ করেছে, এবং ক্রিস ১ মিনিটের জন্য ভ্রমণ করেছে। ১ মিনিট সমান ৬০ সেকেন্ড। 

যেহেতু ১২০ সেকেন্ড ৬০ সেকেন্ডের চেয়ে বেশি, তাই শেপ ক্রিসের চেয়ে বেশি সময় ধরে ভ্রমণ করেছে। 

একই গতিতে ভ্রমণ করলে, যে ব্যক্তি বেশি সময় ধরে ভ্রমণ করে সে বেশি দূরত্ব অতিক্রম করে। 

অতএব, শেপ ক্রিসের চেয়ে বেশি দূ"
386,"পুকুরে কচ্ছপের সাঁতারের গতি ১২ মিটার/সেকেন্ড, যখন সাগরে ২.৮ মিটার/সেকেন্ড, কারণ _____ বেশী মসৃণ?",Option 1,পুকুর,মহাসাগর,"পুকুরের জল সাধারণত মহাসাগরের জলের তুলনায় বেশি মসৃণ এবং শান্ত থাকে, যার ফলে কচ্ছপের সাঁতারের গতি পুকুরে বেশি হয়। মহাসাগরের জলে তরঙ্গ এবং স্রোত থাকে, যা কচ্ছপের সাঁতারের গতিকে বাধাগ্রস্ত করে।

উত্তর: উত্তর ১"
78,"গাড়ি চালিয়ে, মেরি জানতে পেরেছিলেন যে জঙ্গলের ঘর্ষণ সহগ ০.৮, যেখানে রাস্তার সহগ ০.৪ আছে। কথা তার গাড়ি উপর দ্রুত চালানো যায়?",Option 2,জঙ্গলে,রাস্তায়,"ঘর্ষণ সহগ বোঝায় যে কোনো পৃষ্ঠের উপর কোনো বস্তু কতটা সহজে চলতে পারে বা কতটা বাধাগ্রস্ত হবে। একটি উচ্চ ঘর্ষণ সহগ বোঝায় যে পৃষ্ঠটি বেশি বাধাগ্রস্ত এবং একটি নিম্ন ঘর্ষণ সহগ বোঝায় যে পৃষ্ঠটি কম বাধাগ্রস্ত।

জঙ্গলের ঘর্ষণ সহগ ০.৮, যা রাস্তার ঘর্ষণ সহগ ০.৪ এর চেয়ে বেশি। এর মানে হল যে জঙ্গলের পৃষ্ঠে গাড়ি চালানোর সময় বেশি ঘর্ষণ থাকবে, যা গাড়ির গতি কমিয়ে দেবে। অন্যদিকে, রাস্তার পৃষ্ঠে গাড়ি চালানোর সময় কম ঘর্ষণ থ"
16,৬৭৮০৯০ সংখ্যাটি ৯৮৭৬৫০ সংখ্যাটি থেকে ?,Option 2,বড়,ছোট,"প্রথমে আমাদের উভয় সংখ্যার তুলনা করতে হবে। আমরা জানি যে ৬৭৮০৯০ সংখ্যাটি ৯৮৭৬৫০ সংখ্যাটির চেয়ে ছোট কারণ এটির অঙ্কগুলির মান ৯৮৭৬৫০ এর চেয়ে কম।

উদাহরণস্বরূপ, ৬৭৮০৯০ এর সংখ্যাগুলি হল 6, 7, 8, 0, 9, 0 এবং ৯৮৭৬৫০ এর সংখ্যাগুলি হল 9, 8, 7, 6, 5, 0। এখানে, ৯৮৭৬৫০ এর প্রতিটি অঙ্ক ৬৭৮০৯০ এর সংশ্লিষ্ট অঙ্কের থেকে বড় বা সমান।

অতএব, আমরা বলতে পারি যে ৬৭৮০৯০ সংখ্যাটি ৯৮৭৬৫০ সংখ্যাটির থেকে ছোট।

উ"
392,"যদি একটি গাড়ি এবং একটি পিকআপ উভয়ই ৬০ মাইল বেগে ভ্রমণ করে, কিন্তু গাড়ি ২ ঘন্টা পরে থামে যেখানে পিকআপ ৬ ঘন্টা পরে থামে, কোনটি কম দূরত্ব অতিক্রম করেছে?",Option 1,গাড়ী,পিকআপ,"যেহেতু গাড়ী এবং পিকআপ উভয়ই ৬০ মাইল বেগে ভ্রমণ করছে, সেহেতু তাদের দূরত্ব অতিক্রম করার হার একই। 

গাড়ী ২ ঘন্টা পরে থামে, তাই এটি ২ * ৬০ = ১২০ মাইল অতিক্রম করে। 

পিকআপ ৬ ঘন্টা পরে থামে, তাই এটি ৬ * ৬০ = ৩৬০ মাইল অতিক্রম করে। 

যেহেতু ১২০ মাইল ৩৬০ মাইল থেকে কম, তাই গাড়ী কম দূরত্ব অতিক্রম করেছে।

উত্তর: উত্তর ১"
272,"ময়লার উপর একটি ঘূর্ণায়মান মার্বেল বালির তুলনায় ৫ নিউটন প্রতিরোধ ক্ষমতা তৈরি করে, বালির উপর এটি ৭৩ নিউটন প্রতিরোধের সৃষ্টি করে। মার্বেল কোথায় বেশি যেতে পারবে?",Option 1,বালি,ময়লা,"মার্বেল কোথায় বেশি যেতে পারবে তা খুঁজে বের করতে, আমাদের উভয় পৃষ্ঠে প্রতিরোধের মাত্রা বিবেচনা করতে হবে। যেহেতু মার্বেল ময়লার উপর ৫ নিউটন প্রতিরোধ ক্ষমতা তৈরি করে এবং বালির উপর ৭৩ নিউটন, এটি স্পষ্ট যে ময়লার উপর প্রতিরোধ কম।

প্রতিরোধ কম হলে, মার্বেল সহজে চলতে পারে। অতএব, মার্বেল ময়লার উপর বেশি যেতে পারবে।

উ�!ত্তর: উত্তর ২"
1,"একটি পিকআপ এবং একটি ভ্যান উভয়ই মহাসড়কে ৬০ মাইল বেগে চলছে। 
যদি পিকআপটি প্রস্থানের দিকে চলে যায় এবং ভ্যানটি তাড়াতাড়ি থামে, 
তবে কোন গাড়িটি কম দূরত্ব অতিক্রম করবে?",Option 1,পিকআপ,ভ্যান,"পিকআপ এবং ভ্যান উভয়ই ৬০ মাইল বেগে চলছে। যদি পিকআপটি প্রস্থানের দিকে চলে যায় এবং ভ্যানটি থামে, তাহলে পিকআপটি দূরত্ব অতিক্রম করতে থাকবে কারণ এটি প্রস্থানের দিকে চলছে। অন্যদিকে, ভ্যানটি থামবে, তাই এটি আর কোনো দূরত্ব অতিক্রম করবে না। 

যেহেতু ভ্যানটি থামে যাচ্ছে, তাই এটি কম দূরত্ব অতিক্রম করবে।

উত্তর: উত্তর ২"
397,"ম্যামথটি ওয়াটারিং হোল দিয়ে ঘন্টায় ৩ কিমি বেগে চলেছিল, কিন্তু শক্ত ময়লার উপর ঘন্টায় ৯ কিমি বেগে চলেছিল কারণ শক্ত ময়লা ছিল?",Option 1,কম প্রতিরোধী,বেশী প্রতিরোধী,"ম্যামথটি ওয়াটারিং হোল দিয়ে ঘন্টায় ৩ কিমি বেগে চলেছিল, কিন্তু শক্ত ময়লার উপর ঘন্টায় ৯ কিমি বেগে চলেছিল। এর মানে ম্যামথটি শক্ত ময়লার উপর দ্রুত চলতে পারছে। যদি শক্ত ময়লা বেশি প্রতিরোধী হতো, তাহলে ম্যামথটি ওয়াটারিং হোল দিয়ে চলার চেয়ে শক্ত ময়লার উপর চলতে বেশি সময় লাগতো। কিন্তু এখানে তা হচ্ছে না। ম্যামথটি শক্ত ময়লার উপর দ্রুত চলছে। তাই, শক্ত ময়লা হলো কম প্রতিরোধী।

উত্তর: উত্তর ১"
115,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ৭০ সেকেন্ড পরে থামল। নীলটি ২ মিনিট ৩৪ সেকেন্ড পরে থামল। কোনটি বেশি দূরে গেলো?,Option 2,লাল বল,নীল বল।,"এই সমস্যা সমাধানের জন্য, আমাদের প্রথমে উভয় বলের গতির সময় বুঝতে হবে। লাল বল ৭০ সেকেন্ড পরে থামে, যখন নীল বল ২ মিনিট ৩৪ সেকেন্ড পরে থামে। 

২ মিনিট ৩৪ সেকেন্ডকে সেকেন্ডে রূপান্তর করতে, আমরা ২ মিনিটকে ৬০ সেকেন্ড মিনিটে গুণ করি এবং ৩৪ সেকেন্ড যোগ করি:
২ মিনিট * ৬০ সেকেন্ড/মিনিট = ১২০ সেকেন্ড
১২০ সেকেন্ড + ৩৪ সেকেন্ড = ১৫৪ সেকেন্ড

এখন, আমরা দেখতে পাচ্ছি যে নীল বলটি ১৫৪ সেকেন্ড ধরে গড়িয়েছে, যখন লাল বলটি ৭০ সেকেন্ড ধরে"
226,"ইয়ান এবং অ্যাভেরি একই স্টেশন থেকে ট্রেন ধরছে। ইয়ানের ট্রেন লাল, এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ৮ মাইল প্রতি ঘন্টা যাচ্ছে। অ্যাভেরি এর ট্রেন সবুজ এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ১৪ মাইল প্রতি ঘন্টা যাচ্ছে।কোন ট্রেনটি ধীরগতির হয়?",Option 1,লাল,সবুজ,"ধীরগতির ট্রেন খুঁজে বের করতে, আমাদের ট্রেনের গতির তুলনাaises করতে হবে।

ইয়ানের ট্রেন, লাল, ৮ মাইল প্রতি ঘণ্টা গতিতে যাচ্ছে। 
অ্যাভেরির ট্রেন, সবুজ, ১৪ মাইল প্রতি ঘণ্টা গতিতে যাচ্ছে।

যেহেতু ৮ মাইল প্রতি ঘন্টা ১৪ মাইল প্রতি ঘন্টার থেকে কম, তাই লাল ট্রেনটি ধীরগতির।

উত্তর: উত্তর ১"
263,খালি সিমেন্ট ট্রাকের ওজন প্রায় ৮০০০ পাউন্ড। পরে ট্রাকে ৫ কেজি ওজনের ৫ ব্যাগ সিমেন্ট রাখা হয়। এটি বেশী _____ চলে যখন সিমেন্টের ব্যাগ ছাড়াই চলছিল?,Option 1,দ্রুত,ধীর,"ট্রাকের ওজন ৮০০০ পাউন্ড এবং ৫টি সিমেন্টের ব্যাগ প্রতিটি ৫ কেজি ওজনের। সুতরাং, সিমেন্টের ব্যাগের মোট ওজন হল ৫ * ৫ = ২৫ কেজি। কিন্তু আমাদের পাউন্ডে ওজন দিতে হবে। ১ কেজি প্রায় ২.২ পাউন্ডের সমান। তাই, ২৫ কেজি সমান ২৫ * ২.২ = ৫৫ পাউন্ড।

খালি ট্রাকের ওজন ৮০০০ পাউন্ড। সিমেন্ট যোগ করার পরে ট্রাকের ওজন হয়ে যায় ৮০০০ + ৫৫ = ৮০৫৫ পাউন্ড। যেহেতু ট্রাকের ওজন বেড়েছে, তাই এটি বেশি ধীর গতিতে চলবে।

উত্তর: উত্তর ২"
