Q No.,Question,Answer,Model Response,Chat History
26,রফিক দোকান থেকে ডিম প্রতি ১৪ টাকা করে আধা ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,৮৪,সমাধান: 28 টাকা,"model='mathstral' created_at='2025-02-14T18:10:26.552972406Z' done=True done_reason='stop' total_duration=1035131019 load_duration=8202888 prompt_eval_count=486 prompt_eval_duration=65000000 eval_count=18 eval_duration=960000000 message=Message(role='assistant', content='সমাধান: 28 টাকা', images=None, tool_calls=None)"
185,"একটি গাড়ি পার্কিং লটে, গ্রেসন লক্ষ্য করেছেন যে ৪৮টি গাড়ির চাকা রয়েছে। পার্কিং লটে গাড়ির সংখ্যা কতটি?",১২,জবাব: 48,"model='mathstral' created_at='2025-02-14T18:10:27.381899025Z' done=True done_reason='stop' total_duration=826660894 load_duration=6898120 prompt_eval_count=448 prompt_eval_duration=64000000 eval_count=9 eval_duration=754000000 message=Message(role='assistant', content='জবাব: 48', images=None, tool_calls=None)"
212,"একটি মেশিন ডালপালা কাটছে এবং আপেল প্রক্রিয়াজাত করছে। আমি যদি ৬ ঘন্টা পরে ২০৪টি ডালপালা দেখতে পাই, কতগুলি আপেল প্রক্রিয়াজাত করা হয়েছে?",২০৪,"এ বড় সমস্যাটার সমাধান করতে প্রথমে দুইটা ধারণা আমাকে ঠিক ভাবিতে উল্লেখ করতে হয়: পোলীশ ও ডাঙ্গার অংশ
ইকাট বিচক্ষণ করতে পারি: এমন সক্ষম য়ে, নকশা ফর্ম হের সছয়

আমরাই বাস্ট মেশনৌ ডাঙ্গা ডোষীও পোলিশ বিশুদ্ধ করত্:

* পূর্ব অংশ: (6 * 15) = 90
* মধ্য অংশ: ডাটা সক্ষম 48 ধনুপরের দণৌতুই 6 শতক ও থাকি
* পার্লে-এক: (90 x 15) = 810 ধাম, আমরাদের চুইড় মনস্টুকুজী গ্যাঞ্জিশ্ম 3 ইন্ডিপেনডেন্টম হকৌটুই:
* 100
* [23 * (23 + [6 * 15])] x 9 = 4781
* ([21 * 6 * 60] - 9) - x = 129 + x. আমি যদি ভলুল ","model='mathstral' created_at='2025-02-14T18:10:39.361608802Z' done=True done_reason='length' total_duration=11977429007 load_duration=8357585 prompt_eval_count=488 prompt_eval_duration=65000000 eval_count=512 eval_duration=11902000000 message=Message(role='assistant', content='এ বড় সমস্যাটার সমাধান করতে প্রথমে দুইটা ধারণা আমাকে ঠিক ভাবিতে উল্লেখ করতে হয়: পোলীশ ও ডাঙ্গার অংশ\nইকাট বিচক্ষণ করতে পারি: এমন সক্ষম য়ে, নকশা ফর্ম হের সছয়\n\nআমরাই বাস্ট মেশনৌ ডাঙ্গা ডোষীও পোলিশ বিশুদ্ধ করত্:\n\n* পূর্ব অংশ: (6 * 15) = 90\n* মধ্য অংশ: ডাটা সক্ষম 48 ধনুপরের দণৌতুই 6 শতক ও থাকি\n* পার্লে-এক: (90 x 15) = 810 ধাম, আমরাদের চুইড় মনস্টুকুজী গ্যাঞ্জিশ্ম 3 ইন্ডিপেনডেন্টম হকৌটুই:\n* 100\n* [23 * (23 + [6 * 15])] x 9 = 4781\n* ([21 * 6 * 60] - 9) - x = 129 + x. আমি যদি ভলুল ', images=None, tool_calls=None)"
7,কপিরাইট সমস্যার কারণে এক ঘণ্টার মুভির ১৫ মিনিটের একটি দৃশ্য কাটা হয়েছে। সিনেমার চূড়ান্ত দৈর্ঘ্য কত (মিনিটের মধ্যে)?,৪৫,নী (উত্তর: 75),"model='mathstral' created_at='2025-02-14T18:10:40.353333583Z' done=True done_reason='stop' total_duration=989021737 load_duration=12724914 prompt_eval_count=471 prompt_eval_duration=66000000 eval_count=16 eval_duration=907000000 message=Message(role='assistant', content='নী (উত্তর: 75)', images=None, tool_calls=None)"
105,একটি স্টিল মিলে এক মাসে ২৪০০০ মেট্রিকটন রড তৈরি হয়। ঐ মিলে দৈনিক কী পরিমাণ রড তৈরী হয়?,৮০০,"উত্তর: 625

টালবর্ধীকরণ:
1. প্রথমে, চারুখানার সার্দায় চলা উৎপাদন গুণাঙ্ক কাঁধে বিবেচ্য করা হয় এর- একটা মিগি মনে কী জিওডি, করোন,র পূর্তি সময় পুই, মানঃ পরচল ২.
   শিলদ্য্ সঞ্জেরক ওয়লি ২/ গণৰেস খুব নারম, আট হাতে পড়া যোগী বজ্জি, শুকানো প্যাল এখানে পয়শনাই রোধ কাঁদড় মানঃ 6.  
  
2. বজ্জি চোগুলি, প্যাল-এর খরুষটেসিং ত্রিভুঞ্জ হৃদকগ্ধা এখানে অবক্ষয় কাইডো মনো, লেডাশেপর কলসও আভু-সঞ্জেরক- পরিং লৈভঃ 42 লব গডি,  
   এই দোতি, ২, পাটস একজনে- পিটের ","model='mathstral' created_at='2025-02-14T18:10:52.108974143Z' done=True done_reason='length' total_duration=11753419911 load_duration=7046222 prompt_eval_count=444 prompt_eval_duration=51000000 eval_count=512 eval_duration=11694000000 message=Message(role='assistant', content='উত্তর: 625\n\nটালবর্ধীকরণ:\n1. প্রথমে, চারুখানার সার্দায় চলা উৎপাদন গুণাঙ্ক কাঁধে বিবেচ্য করা হয় এর- একটা মিগি মনে কী জিওডি, করোন,র পূর্তি সময় পুই, মানঃ পরচল ২.\n   শিলদ্য্ সঞ্জেরক ওয়লি ২/ গণৰেস খুব নারম, আট হাতে পড়া যোগী বজ্জি, শুকানো প্যাল এখানে পয়শনাই রোধ কাঁদড় মানঃ 6.  \n  \n2. বজ্জি চোগুলি, প্যাল-এর খরুষটেসিং ত্রিভুঞ্জ হৃদকগ্ধা এখানে অবক্ষয় কাইডো মনো, লেডাশেপর কলসও আভু-সঞ্জেরক- পরিং লৈভঃ 42 লব গডি,  \n   এই দোতি, ২, পাটস একজনে- পিটের ', images=None, tool_calls=None)"
326,"মাসের শেষে, মেডেলিন তার মে মাসের খরচ হিসাব করছিলেন। তিনি দেখতে পান যে তিনি পিজ্জার জন্য মোট ৪৬৫ টাকা ব্যয় করেছেন। যদি ম্যাডেলিন প্রতিদিন সমান সংখ্যক পিজ্জা খায়, তবে সে প্রতিদিন কত টাকার পিজ্জা খায়?",১৫,উত্তর: 57.75,"model='mathstral' created_at='2025-02-14T18:10:53.105495683Z' done=True done_reason='stop' total_duration=993232520 load_duration=6938954 prompt_eval_count=555 prompt_eval_duration=69000000 eval_count=15 eval_duration=915000000 message=Message(role='assistant', content='উত্তর: 57.75', images=None, tool_calls=None)"
82,"তিনটি ভিন্ন রং এর ঘণ্টা আছে। লাল রং এর ঘন্টা ১৮ মিনিট পরপর, হলুদ রং এর ঘণ্টা ১৫ মিনিট পরপর এবং সবুজ রং এর ঘন্টা ১২ মিনিট পরপর বাজে। ঘণ্টাগুলো সন্ধ্যা ৬টায় একসাথে বাজলে, রাত কয়টায় পুনরায় কখন একসাথে বাজবে ?",৯,"উইং: 21

জি.C.D: 3","model='mathstral' created_at='2025-02-14T18:10:54.428062985Z' done=True done_reason='stop' total_duration=1320184310 load_duration=7660021 prompt_eval_count=583 prompt_eval_duration=87000000 eval_count=21 eval_duration=1224000000 message=Message(role='assistant', content='উইং: 21\n\nজি.C.D: 3', images=None, tool_calls=None)"
307,অ্যাঞ্জেল বোর্ডে প্রতিটি ইংরেজী স্বরবর্ণ লিখেছিলেন। যদি প্রতিটি স্বরবর্ণ ৪ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,২০,"অ্যাঞ্জেল বোর্ডে ইংরেজী স্বরবর্ণের প্রতিটিটিকে 4 বার লিখা হয়েছিল।

ইংরেজী ভাষায় 5 এলমেন্ট ইস এ ( এ, আই, ও, ইউ , ডব্লু ) এখানকার ষারিক হ শব্দ য়ত ৫

যত প্রতিটিএলমেন্ট 4 ক্যানস্ট লিখা হবে

৫ (বর্গুলি) * ৪(লিঙ্গুলি লিখা) = ২০

আইডিও গানকার
উত্বর ১-২৩. যেভাশাঞ 20","model='mathstral' created_at='2025-02-14T18:11:01.532828722Z' done=True done_reason='stop' total_duration=7102453288 load_duration=7006839 prompt_eval_count=477 prompt_eval_duration=66000000 eval_count=298 eval_duration=7028000000 message=Message(role='assistant', content='অ্যাঞ্জেল বোর্ডে ইংরেজী স্বরবর্ণের প্রতিটিটিকে 4 বার লিখা হয়েছিল।\n\nইংরেজী ভাষায় 5 এলমেন্ট ইস এ ( এ, আই, ও, ইউ , ডব্লু ) এখানকার ষারিক হ শব্দ য়ত ৫\n\nযত প্রতিটিএলমেন্ট 4 ক্যানস্ট লিখা হবে\n\n৫ (বর্গুলি) * ৪(লিঙ্গুলি লিখা) = ২০\n\nআইডিও গানকার\nউত্বর ১-২৩. যেভাশাঞ 20', images=None, tool_calls=None)"
288,জামশেদের পকেটে তাস খেলার ৫০টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি ইস্কাবন আছে?,৬৫০,উত্তর: 50,"model='mathstral' created_at='2025-02-14T18:11:02.279419681Z' done=True done_reason='stop' total_duration=744059419 load_duration=9923032 prompt_eval_count=425 prompt_eval_duration=49000000 eval_count=12 eval_duration=683000000 message=Message(role='assistant', content='উত্তর: 50', images=None, tool_calls=None)"
77,একটি কারখানায় ৫ দিনে ২৪৫০টি মোটরসাইকেল তৈরি হয়। ৪ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,১৩৭২০,"জিজ্ঞাসা: ইএড়ুক, প্রতি দিন ডাকা চলয়ে আকস্বওই ১ হজামে খোতে থাকছই |","model='mathstral' created_at='2025-02-14T18:11:04.646969213Z' done=True done_reason='stop' total_duration=2365291679 load_duration=9123668 prompt_eval_count=456 prompt_eval_duration=64000000 eval_count=81 eval_duration=2291000000 message=Message(role='assistant', content='জিজ্ঞাসা: ইএড়ুক, প্রতি দিন ডাকা চলয়ে আকস্বওই ১ হজামে খোতে থাকছই |', images=None, tool_calls=None)"
328,ভোর ৫টায় বোস্টন থেকে যাত্রা শুরু করে সন্ধ্যা ৮টায় শিকাগো পৌঁছাই। আমি কত ঘন্টা ভ্রমণ করেছি?,১৫,"আমি গাড়ি না চালা, যদিও মাটি দেখতে পাইন. কিন্তু হবো শমসাগর, হবো ভারী; আজকাজ ভোর ৫টায় শুরু হয়ে সন্ধ্যা ৮টার দিকে বড় শমোচর বোড়া মাটিতে, তবে ইংডু লোনা, জন ওলদিপ আর অন্যায়ক একগুচ্ছ ভূসমস্য, সন্ধ্যা ৯টা হবে মশ পৌঁছতে পর্যন্ত.","model='mathstral' created_at='2025-02-14T18:11:10.582187912Z' done=True done_reason='stop' total_duration=5932793933 load_duration=7024807 prompt_eval_count=446 prompt_eval_duration=50000000 eval_count=252 eval_duration=5874000000 message=Message(role='assistant', content='আমি গাড়ি না চালা, যদিও মাটি দেখতে পাইন. কিন্তু হবো শমসাগর, হবো ভারী; আজকাজ ভোর ৫টায় শুরু হয়ে সন্ধ্যা ৮টার দিকে বড় শমোচর বোড়া মাটিতে, তবে ইংডু লোনা, জন ওলদিপ আর অন্যায়ক একগুচ্ছ ভূসমস্য, সন্ধ্যা ৯টা হবে মশ পৌঁছতে পর্যন্ত.', images=None, tool_calls=None)"
310,"অনিস প্রথমে বাংলা ব্যঞ্জনবর্ণ শেখার সাথে শুরু করে। অনিস যদি একটি বর্ণমালা শিখতে ৫ দিন সময় নেয়, তাহলে অনিসের সব ব্যঞ্জনবর্ণ শেখা শেষ করতে কতদিন লাগবে?",১৯৫,"আপনি এই প্রশ্ন সত্যিকারে শুধ্যভাবে অপসারণ ধরা হয়েছে, এমনকি পালচ্যূত উইঙ্গিংয়েও এমনটা ভোঁসাখা ধরা হয়েছে।

# পরীক্ষা: ""বয়েজ"" এর কাজ করলে ""গণিত"" ভাল করছেন?","model='mathstral' created_at='2025-02-14T18:11:15.232883577Z' done=True done_reason='stop' total_duration=4647815360 load_duration=9085196 prompt_eval_count=507 prompt_eval_duration=66000000 eval_count=185 eval_duration=4571000000 message=Message(role='assistant', content='আপনি এই প্রশ্ন সত্যিকারে শুধ্যভাবে অপসারণ ধরা হয়েছে, এমনকি পালচ্যূত উইঙ্গিংয়েও এমনটা ভোঁসাখা ধরা হয়েছে।\n\n# পরীক্ষা: ""বয়েজ"" এর কাজ করলে ""গণিত"" ভাল করছেন?', images=None, tool_calls=None)"
221,"ওয়েন একজন ডাক্তার, যিনি ৩:২৮ টায় অপারেশন থিয়েটারে গিয়েছিলেন ৩ ঘন্টা দীর্ঘ অপারেশন করতে। ওয়েনের বোন ওয়েনের সাথে দেখা করতে এসেছিল ৫:৩৬ টায়, ওয়েনের সাথে দেখা করার জন্য তাকে কত মিনিট অপেক্ষা করতে হয়েছিল?",৫২,উত্তর: 68,"model='mathstral' created_at='2025-02-14T18:11:16.3648712Z' done=True done_reason='stop' total_duration=1129645248 load_duration=7360644 prompt_eval_count=584 prompt_eval_duration=89000000 eval_count=12 eval_duration=1031000000 message=Message(role='assistant', content='উত্তর: 68', images=None, tool_calls=None)"
23,রফিক দোকান থেকে ডজন প্রতি ১৪৪ টাকা দিয়ে আড়াই ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৪ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,৩৬০,উত্তর: 160,"model='mathstral' created_at='2025-02-14T18:11:17.298712649Z' done=True done_reason='stop' total_duration=930523409 load_duration=9005166 prompt_eval_count=493 prompt_eval_duration=67000000 eval_count=13 eval_duration=853000000 message=Message(role='assistant', content='উত্তর: 160', images=None, tool_calls=None)"
366,"জোসেফ ভেগাসে বেড়াতে যাচ্ছে। যেহেতু পোকার এবং অন্যান্য তাসের খেলা আজকাল জনপ্রিয় হয়ে উঠেছে, জোসেফ যাত্রার জন্য ৪টি তাসের ডেক রাখার সিদ্ধান্ত নিয়েছে। তার মোট কতটি কার্ড আছে?",২০৮,"উত্তর: 52
বিবরণ: খাঁচায় 4টি তাস থাকলে, প্রতি তাসে 13টি কার্ড থাকে (যেহেতু একটি পশ্চিমী ডেক এর কাজ তাই)। তাই, 52টি কার্ড আছে。","model='mathstral' created_at='2025-02-14T18:11:20.966375113Z' done=True done_reason='stop' total_duration=3665375474 load_duration=6968245 prompt_eval_count=532 prompt_eval_duration=67000000 eval_count=139 eval_duration=3589000000 message=Message(role='assistant', content='উত্তর: 52\nবিবরণ: খাঁচায় 4টি তাস থাকলে, প্রতি তাসে 13টি কার্ড থাকে (যেহেতু একটি পশ্চিমী ডেক এর কাজ তাই)। তাই, 52টি কার্ড আছে。', images=None, tool_calls=None)"
119,"পার্কার প্রতিদিন ৮ ঘন্টা ঘুমায়। আজ যদি তিনি সকাল ৯টায় ঘুম থেকে ওঠেন, তাহলে কতক্ষণে তিনি ঘুমোতেন?",১০,উত্তর: ২৯ ঘন্টা,"model='mathstral' created_at='2025-02-14T18:11:22.116750199Z' done=True done_reason='stop' total_duration=1147989911 load_duration=7121925 prompt_eval_count=452 prompt_eval_duration=64000000 eval_count=24 eval_duration=1075000000 message=Message(role='assistant', content='উত্তর: ২৯ ঘন্টা', images=None, tool_calls=None)"
