Q No.,Question,Answer,option1,option2,Model Response,Chat History
10,"একটি ম্যামথ পানির গর্তের মধ্য দিয়ে ঘণ্টায় ১৮ কিলোমিটার গতিতে এগোয়, কিন্তু শক্ত ময়লার উপর ঘন্টায় ১৮ মাইল গতিতে চলে যায় কারণ শক্ত ময়লা ছিল? ",Option 2,বেশী প্রতিরোধী,কম প্রতিরোধী,উত্তর: উত্তর ১,"model='mathstral' created_at='2025-02-10T11:30:35.787167133Z' done=True done_reason='stop' total_duration=1344449431 load_duration=9171211 prompt_eval_count=646 prompt_eval_duration=88000000 eval_count=21 eval_duration=1245000000 message=Message(role='assistant', content='উত্তর: উত্তর ১', images=None, tool_calls=None)"
362,"ইয়ান এবং অ্যাভেরি একই স্টেশন থেকে ট্রেন ধরছে। ইয়ানের ট্রেন লাল, এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ৩৯ কিমি প্রতি ঘন্টা যাচ্ছে। অ্যাভেরি এর ট্রেন সবুজ এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ২৩ কিমি প্রতি ঘন্টা যাচ্ছে। ট্রেন যে ধীরগতির হয়?",Option 2,লাল,সবুজ,"উত্তর: **লাল**

এটি কারণ, ইয়ানের লাল ট্রেনটি শুধুমাত্র লাল (লাল ও সবুজ নৈরাজ্য করে) একটি নীরব অংশগুলিতে আগামন করতে পারে, যদিও দক্ষিণ, সভীর জন্য ট্রেনটি ইগনার হন, সচিৎ, ঠাণ [2]/ কম ড্রাফট অংশগুলিতে আগামন করতে পারক

অ্যাভেরি গন্তব্যে (সহজভাষা), একটি দূষণ [সংকল্প/ ট্রাই/ ল]","model='mathstral' created_at='2025-02-10T11:30:43.322578883Z' done=True done_reason='stop' total_duration=7533011458 load_duration=8748278 prompt_eval_count=718 prompt_eval_duration=94000000 eval_count=290 eval_duration=7428000000 message=Message(role='assistant', content='উত্তর: **লাল**\n\nএটি কারণ, ইয়ানের লাল ট্রেনটি শুধুমাত্র লাল (লাল ও সবুজ নৈরাজ্য করে) একটি নীরব অংশগুলিতে আগামন করতে পারে, যদিও দক্ষিণ, সভীর জন্য ট্রেনটি ইগনার হন, সচিৎ, ঠাণ [2]/ কম ড্রাফট অংশগুলিতে আগামন করতে পারক\n\nঅ্যাভেরি গন্তব্যে (সহজভাষা), একটি দূষণ [সংকল্প/ ট্রাই/ ল]', images=None, tool_calls=None)"
57,মার্কাসের ছেলে পুল টেবিল থেকে পুল বল নিয়ে গেল ঘরের চারপাশে খেলার জন্য। ছেলেটি লক্ষ্য করল যে পুল বলটি মার্বেল মেঝেতে ১৮০ সেন্টিমিটার এবং বালিতে ২৭ সেন্টিমিটার দূরত্ব যায়। কোনটি বেশী মসৃণ তল?,Option 1,মার্বেল মেঝে,বালি,"পুল টেবিলের গোলা, মার্বেল মেঝা এবং বালির তপ্ত বাল্ট সব টাইন মাদক চাদরের ইট হতে ডুপলিকেট জনিড ইট বানায়। এ ইটগুলো আর পরিশোধ শনাক্ত বেশপ করতে খুব বেশী ভাল দরকজ্জন না। লক্ষন এ থেকে চড়িহল ছাগ ও সিল্ক ঠুঠি ডোল পাজারি আইটেম ইতায়দাত কোন ভাবে বুলস শীচাঁ গায়।","model='mathstral' created_at='2025-02-10T11:30:50.468263508Z' done=True done_reason='stop' total_duration=7143341197 load_duration=7640171 prompt_eval_count=685 prompt_eval_duration=91000000 eval_count=275 eval_duration=7043000000 message=Message(role='assistant', content='পুল টেবিলের গোলা, মার্বেল মেঝা এবং বালির তপ্ত বাল্ট সব টাইন মাদক চাদরের ইট হতে ডুপলিকেট জনিড ইট বানায়। এ ইটগুলো আর পরিশোধ শনাক্ত বেশপ করতে খুব বেশী ভাল দরকজ্জন না। লক্ষন এ থেকে চড়িহল ছাগ ও সিল্ক ঠুঠি ডোল পাজারি আইটেম ইতায়দাত কোন ভাবে বুলস শীচাঁ গায়।', images=None, tool_calls=None)"
73,এলিয়ট লক্ষ্য করেন যে তিনি একটি হ্যান্ডকার্টকে সিমেন্টের উপর ১৯ মি/সেকেন্ড এবং কার্পেটে ২৩ মি/সেকেন্ড গতিতে ধাক্কা দিতে সক্ষম। হ্যান্ডকার্টটি কোথায় বেশী তাপ উৎপন্ন করবে?,Option 2,কার্পেটে,সিমেন্টে,"দশভাজায় এলিয়ট হ্যান্ডকার্টটি তাপ অণুবর্তী কার্পেটটি থেকে সঠিকভাবে বেশী।
**""উত্তর: কার্পেটে""**","model='mathstral' created_at='2025-02-10T11:30:53.647874051Z' done=True done_reason='stop' total_duration=3176712362 load_duration=6959287 prompt_eval_count=652 prompt_eval_duration=89000000 eval_count=103 eval_duration=3079000000 message=Message(role='assistant', content='দশভাজায় এলিয়ট হ্যান্ডকার্টটি তাপ অণুবর্তী কার্পেটটি থেকে সঠিকভাবে বেশী।\n**""উত্তর: কার্পেটে""**', images=None, tool_calls=None)"
133,জিম একটি ট্রাক এবং একটি গাড়ি উভয়েরই মালিক। ট্রাকের ওজন গাড়ির থেকে ১৩০২৫ কেজি বেশি। গ্যাসের প্যাডেলে চাপ দিলে কোন গাড়িটি বেশি গতিতে ত্বরান্বিত হবে?,Option 2,ট্রাক,গাড়ী,"সীমিত ইস্পটলেশন করলে আমরা দেখি যে, এমন একটি গাড়ি যেটা বিষ্তর, থরিং তুচ রিকিয়ার ইটালি তেস্ট, আয়ে, ততোটি গিনি জিপস মন্টাড় গতি বন্ধী-যা চশমিষোনএ ইন্ডউ দ্রু -ভ ইংল্যান্ড ড্যক্টাগে বন্ধী-পুত্ব্যতে -শণ্ডার ম্যাচ, মি/জি হ-যোলসহ দোজেলীকো পীষ।","model='mathstral' created_at='2025-02-10T11:31:00.150842419Z' done=True done_reason='stop' total_duration=6500713192 load_duration=6922741 prompt_eval_count=623 prompt_eval_duration=88000000 eval_count=251 eval_duration=6403000000 message=Message(role='assistant', content='সীমিত ইস্পটলেশন করলে আমরা দেখি যে, এমন একটি গাড়ি যেটা বিষ্তর, থরিং তুচ রিকিয়ার ইটালি তেস্ট, আয়ে, ততোটি গিনি জিপস মন্টাড় গতি বন্ধী-যা চশমিষোনএ ইন্ডউ দ্রু -ভ ইংল্যান্ড ড্যক্টাগে বন্ধী-পুত্ব্যতে -শণ্ডার ম্যাচ, মি/জি হ-যোলসহ দোজেলীকো পীষ।', images=None, tool_calls=None)"
43,আজমীরা স্কুলে হাতের কাজ দেখিয়ে ৫০ এর মধ্যে ২৫ নম্বর পেয়েছে। কিন্তু আলির স্কুলে আলি হাতের কাজে ২৫ এর মধ্যে ১০ নম্বর পেয়েছে। কে বেশি অংশ নম্বর পেয়েছে হিসাব করি।,Option 1,আজমীরা ,আলি ,উত্তর :  উত্তর ১,"model='mathstral' created_at='2025-02-10T11:31:01.493065387Z' done=True done_reason='stop' total_duration=1339816094 load_duration=9050638 prompt_eval_count=652 prompt_eval_duration=89000000 eval_count=21 eval_duration=1240000000 message=Message(role='assistant', content='উত্তর :  উত্তর ১', images=None, tool_calls=None)"
279,রড তার কুকুরের কাছে একটি বল ঘুরিয়ে দিচ্ছিল। তিনি সিমেন্টের উপর ৫ মিটার দূরত্ব এবং ঘাসের উপর ২ মিটার দূরত্বে বলটি রোল করতে সক্ষম হন। এর কারণ কি সিমেন্ট?,Option 2,রুক্ষ,মসৃণ,"যেহেतু গলিটি পড়ুক এবং গোলাচলনীয়, তাই আমরা পরীক্ষা করি নাঃ সেটা ৬.২.৪ জ্যামিতিতে একই শর্তে দূণ আমাকে সমাথাল উপলব্ধ.

```
উত্তর: উত্তর ২
```","model='mathstral' created_at='2025-02-10T11:31:06.00407104Z' done=True done_reason='stop' total_duration=4508708819 load_duration=9249371 prompt_eval_count=634 prompt_eval_duration=88000000 eval_count=163 eval_duration=4410000000 message=Message(role='assistant', content='যেহেतু গলিটি পড়ুক এবং গোলাচলনীয়, তাই আমরা পরীক্ষা করি নাঃ সেটা ৬.২.৪ জ্যামিতিতে একই শর্তে দূণ আমাকে সমাথাল উপলব্ধ.\n\n```\nউত্তর: উত্তর ২\n```', images=None, tool_calls=None)"
377,জিম সার্ভার থেকে ১০০ কিমি দূরে থাকে। জরিনা সার্ভার থেকে ৯৭০০ মাইল দূরে বাস করে। উভয়ের ইন্টারনেট গতি একই। কার পিং বেশি হবে?,Option 2,জিম,জরিনা,"এই প্রশ্নটি পরীক্ষালাভে দরুন কারণ একই গতিবেগ এড়াওয় গিয়েই সমাধান কারো বাস্তগত ভৌগোলিক দুটোই ইন্টারনেট গতি নির্ভার করে।
 আমবয়ে পিং প্রযোজ্য কালে ৪, জেসম গ্যাটই ইনভাইট্যুশন'ড অ্যাট ""উত্তর""

* উত্তর: [পিং ব্যপী জরণা]","model='mathstral' created_at='2025-02-10T11:31:11.859670147Z' done=True done_reason='stop' total_duration=5853229545 load_duration=9905217 prompt_eval_count=604 prompt_eval_duration=70000000 eval_count=231 eval_duration=5771000000 message=Message(role='assistant', content='এই প্রশ্নটি পরীক্ষালাভে দরুন কারণ একই গতিবেগ এড়াওয় গিয়েই সমাধান কারো বাস্তগত ভৌগোলিক দুটোই ইন্টারনেট গতি নির্ভার করে।\n আমবয়ে পিং প্রযোজ্য কালে ৪, জেসম গ্যাটই ইনভাইট্যুশন\'ড অ্যাট ""উত্তর""\n\n* উত্তর: [পিং ব্যপী জরণা]', images=None, tool_calls=None)"
232,"শেপ এবং ক্রিস একই রাস্তায় গাড়ি চালাচ্ছে এবং একই গতিতে যাচ্ছে। যাইহোক, শেপ ১২০ সেকেন্ডের জন্য ভ্রমণ করেছে এবং ক্রিস ১ মিনিটের জন্য ভ্রমণ করেছে। ফলে?",Option 1,শেপ ক্রিসের চেয়ে আরও বেশি ভ্রমণ করেছে,শেপ ক্রিসের চেয়ে বেশি ভ্রমণ করেনি,"নির্দেশাবলী:
আপনি একজন দক্ষ গণিত বিশেষজ্ঞ এআই, যিনি বাংলা ভাষায় পারদর্শী। আপনার কাজ হলো প্রদত্ত গাণিতিক সমস্যার বিশ্লেষণ করে সঠিক উত্তর নির্বাচন করা।

আপনার উত্তর অবশ্যই *নির্দিষ্ট বিন্যাসে* প্রদান করতে হবে:
**""উত্তর: [সঠিক সম্ভাব্য উত্তর]""**
যেখানে **[সঠিক সম্ভাব্য উত্তর]** হবে **""উত্তর ১""** অথবা **""উত্তর ২""**।

---
# সমস্যা: শেপ এবং ক্রিস একই রাস্তায় গাড়ি চলাচ্ছে এবং একই গতিতে যাচ্ছে। যদিও, শেপ ১২০ সেকেন্ডের জন্য ভ্রমণ করেছে এবং ক্রিস ১ মিনিটের জন্য ভ্রমণ করেছে।","model='mathstral' created_at='2025-02-10T11:31:24.586506878Z' done=True done_reason='length' total_duration=12723311175 load_duration=8231695 prompt_eval_count=698 prompt_eval_duration=92000000 eval_count=512 eval_duration=12621000000 message=Message(role='assistant', content='নির্দেশাবলী:\nআপনি একজন দক্ষ গণিত বিশেষজ্ঞ এআই, যিনি বাংলা ভাষায় পারদর্শী। আপনার কাজ হলো প্রদত্ত গাণিতিক সমস্যার বিশ্লেষণ করে সঠিক উত্তর নির্বাচন করা।\n\nআপনার উত্তর অবশ্যই *নির্দিষ্ট বিন্যাসে* প্রদান করতে হবে:\n**""উত্তর: [সঠিক সম্ভাব্য উত্তর]""**\nযেখানে **[সঠিক সম্ভাব্য উত্তর]** হবে **""উত্তর ১""** অথবা **""উত্তর ২""**।\n\n---\n# সমস্যা: শেপ এবং ক্রিস একই রাস্তায় গাড়ি চলাচ্ছে এবং একই গতিতে যাচ্ছে। যদিও, শেপ ১২০ সেকেন্ডের জন্য ভ্রমণ করেছে এবং ক্রিস ১ মিনিটের জন্য ভ্রমণ করেছে।', images=None, tool_calls=None)"
386,"পুকুরে কচ্ছপের সাঁতারের গতি ১২ মিটার/সেকেন্ড, যখন সাগরে ২.৮ মিটার/সেকেন্ড, কারণ _____ বেশী মসৃণ?",Option 1,পুকুর,মহাসাগর,"পুকুর

**এন্টলিং:** ক্যালসুইল কোঠালী","model='mathstral' created_at='2025-02-10T11:31:26.04297307Z' done=True done_reason='stop' total_duration=1453937014 load_duration=9342245 prompt_eval_count=571 prompt_eval_duration=69000000 eval_count=36 eval_duration=1374000000 message=Message(role='assistant', content='পুকুর\n\n**এন্টলিং:** ক্যালসুইল কোঠালী', images=None, tool_calls=None)"
78,"গাড়ি চালিয়ে, মেরি জানতে পেরেছিলেন যে জঙ্গলের ঘর্ষণ সহগ ০.৮, যেখানে রাস্তার সহগ ০.৪ আছে। কথা তার গাড়ি উপর দ্রুত চালানো যায়?",Option 2,জঙ্গলে,রাস্তায়,উত্তর: সম্ভাব্য উত্তর ১,"model='mathstral' created_at='2025-02-10T11:31:27.567149784Z' done=True done_reason='stop' total_duration=1521803269 load_duration=7296419 prompt_eval_count=615 prompt_eval_duration=87000000 eval_count=30 eval_duration=1425000000 message=Message(role='assistant', content='উত্তর: সম্ভাব্য উত্তর ১', images=None, tool_calls=None)"
16,৬৭৮০৯০ সংখ্যাটি ৯৮৭৬৫০ সংখ্যাটি থেকে ?,Option 2,বড়,ছোট,উত্তর: বড়,"model='mathstral' created_at='2025-02-10T11:31:28.526923605Z' done=True done_reason='stop' total_duration=957409369 load_duration=8172445 prompt_eval_count=523 prompt_eval_duration=67000000 eval_count=14 eval_duration=880000000 message=Message(role='assistant', content='উত্তর: বড়', images=None, tool_calls=None)"
392,"যদি একটি গাড়ি এবং একটি পিকআপ উভয়ই ৬০ মাইল বেগে ভ্রমণ করে, কিন্তু গাড়ি ২ ঘন্টা পরে থামে যেখানে পিকআপ ৬ ঘন্টা পরে থামে, কোনটি কম দূরত্ব অতিক্রম করেছে?",Option 1,গাড়ী,পিকআপ,উত্তর: উত্তর ১,"model='mathstral' created_at='2025-02-10T11:31:29.863485743Z' done=True done_reason='stop' total_duration=1334217041 load_duration=7217977 prompt_eval_count=634 prompt_eval_duration=88000000 eval_count=21 eval_duration=1237000000 message=Message(role='assistant', content='উত্তর: উত্তর ১', images=None, tool_calls=None)"
272,"ময়লার উপর একটি ঘূর্ণায়মান মার্বেল বালির তুলনায় ৫ নিউটন প্রতিরোধ ক্ষমতা তৈরি করে, বালির উপর এটি ৭৩ নিউটন প্রতিরোধের সৃষ্টি করে। মার্বেল কোথায় বেশি যেতে পারবে?",Option 1,বালি,ময়লা,"পাঠক, এই গাণিতিক জটিলতা চলে আমাকে অদ্ভুত মন্তব্য আনতে দিচ্ছে:

""উত্তর: [সঠিক সম্ভাব্য উত্তর]""

যেখানে **[সঠিক সম্ভাব্য উত্তর]** হবে **""উত্তর ১""** অথবা **""উত্তর ২""**।

যেহেতু, **[সঠিক সম্ভাব্য উত্তর]** এই জীবনী গুলি পাওয়া যাবে:
- অসংখ্য বৃহৎ অষ্টমশালার সঙ্কলন গুলি, যেখানে এর প্রতিটাই পুরো-তুলনামূলক শীর্ষ মসড়দপণিত অবক্ষেপ রাজচন্দ্রীকৃত উপ-ফল লিওটি মেঞ্চলে অথবা পরী গুলো, যেখানে এই শীর্ষ চতুষ্কোণ এই বস্তূ হিসেবে ।

ঠিক দয়া করে পাঠক, মন্তব্যগুলি পড়ে ","model='mathstral' created_at='2025-02-10T11:31:42.481537325Z' done=True done_reason='length' total_duration=12615243985 load_duration=9833458 prompt_eval_count=648 prompt_eval_duration=89000000 eval_count=512 eval_duration=12515000000 message=Message(role='assistant', content='পাঠক, এই গাণিতিক জটিলতা চলে আমাকে অদ্ভুত মন্তব্য আনতে দিচ্ছে:\n\n""উত্তর: [সঠিক সম্ভাব্য উত্তর]""\n\nযেখানে **[সঠিক সম্ভাব্য উত্তর]** হবে **""উত্তর ১""** অথবা **""উত্তর ২""**।\n\nযেহেতু, **[সঠিক সম্ভাব্য উত্তর]** এই জীবনী গুলি পাওয়া যাবে:\n- অসংখ্য বৃহৎ অষ্টমশালার সঙ্কলন গুলি, যেখানে এর প্রতিটাই পুরো-তুলনামূলক শীর্ষ মসড়দপণিত অবক্ষেপ রাজচন্দ্রীকৃত উপ-ফল লিওটি মেঞ্চলে অথবা পরী গুলো, যেখানে এই শীর্ষ চতুষ্কোণ এই বস্তূ হিসেবে ।\n\nঠিক দয়া করে পাঠক, মন্তব্যগুলি পড়ে ', images=None, tool_calls=None)"
