Q No.,Question,Answer,option1,option2,Model Response
10,"একটি ম্যামথ পানির গর্তের মধ্য দিয়ে ঘণ্টায় ১৮ কিলোমিটার গতিতে এগোয়, কিন্তু শক্ত ময়লার উপর ঘন্টায় ১৮ মাইল গতিতে চলে যায় কারণ শক্ত ময়লা ছিল? ",Option 2,বেশী প্রতিরোধী,কম প্রতিরোধী,"ম্যামথ পানির গর্তের মধ্য দিয়ে যখন এগোয়, তখন পানির পরিবর্তনশীল পরিবেশে চলাচলে তার গতি ঘণ্টায় ১৮ কিলোমিটার। কিন্তু খুব ঘন মাটি বা শক্ত ময়লার উপর দিয়ে যখন চলে, তখন তার গতি ঘণ্টায় ১৮ মাইল। এটি থেকে বোঝা যায় যে শক্ত ময়লার উপর দিয়ে তার গতি বেশি, কারণ সেখানে কম প্রতিরোধ শক্তি কাজ করছে আর তাই সে দ্রুত চলতে পারছে। কাজেই, শক্ত ময়লা ছিল কম প্রতিরোধী উপাদান।

**উত্তর: উত্তর ২**"
362,"ইয়ান এবং অ্যাভেরি একই স্টেশন থেকে ট্রেন ধরছে। ইয়ানের ট্রেন লাল, এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ৩৯ কিমি প্রতি ঘন্টা যাচ্ছে। অ্যাভেরি এর ট্রেন সবুজ এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ২৩ কিমি প্রতি ঘন্টা যাচ্ছে। ট্রেন যে ধীরগতির হয়?",Option 2,লাল,সবুজ,উত্তর: সম্ভাব্য উত্তর ২: সবুজ
57,মার্কাসের ছেলে পুল টেবিল থেকে পুল বল নিয়ে গেল ঘরের চারপাশে খেলার জন্য। ছেলেটি লক্ষ্য করল যে পুল বলটি মার্বেল মেঝেতে ১৮০ সেন্টিমিটার এবং বালিতে ২৭ সেন্টিমিটার দূরত্ব যায়। কোনটি বেশী মসৃণ তল?,Option 1,মার্বেল মেঝে,বালি,"পুল বলটি দুই ধরনের তলে ভ্রমণ করেছে: মার্বেল মেঝে এবং বালি। আমরা জানি যে মসৃণ তলে কোন বস্তুর গমন দূরত্ব বেশী হয় কারণ সেখানে কম প্রতিরোধ থাকে। এখানে দেখা যাচ্ছে পুল বলটি মার্বেল মেঝেতে ১৮০ সেন্টিমিটার এবং বালিতে ২৭ সেন্টিমিটার দূরত্ব অতিক্রম করেছে। এর মানে হলো মার্বেল মেঝেতে কম প্রতিরোধ থাকছে এবং পুল বলটি সেখানে দীর্ঘ পথ যায়। সুতরাং, মার্বেল মেঝে বেশী মসৃণ।

**উত্তর: সম্ভাব্য উত্তর ১**"
73,এলিয়ট লক্ষ্য করেন যে তিনি একটি হ্যান্ডকার্টকে সিমেন্টের উপর ১৯ মি/সেকেন্ড এবং কার্পেটে ২৩ মি/সেকেন্ড গতিতে ধাক্কা দিতে সক্ষম। হ্যান্ডকার্টটি কোথায় বেশী তাপ উৎপন্ন করবে?,Option 2,কার্পেটে,সিমেন্টে,"গতি এবং ঘর্ষণের কারণে হ্যান্ডকার্ট ধাক্কা দিলে তাপ উৎপন্ন হয়। সাধারণত, ঘর্ষণ যেখানে বেশি, সেখানে বেশি তাপ উৎপন্ন হয়ে থাকে। এলিয়ট হ্যান্ডকার্টকে সিমেন্ট ও কার্পেটে দুটো ভিন্ন গতিতে ধাক্কা দেয়। চতুর্পাশের পদার্থটি কম ঘর্ষণযুক্ত হলে ধাক্কার গতিও বেশি হবে, যেমন কার্পেটের ক্ষেত্রে, যেখানে এলিয়ট ২৩ মি/সেকেন্ড গতিতে ধাক্কা দিতে পারছেন। এটি নির্দেশ করে যে, সিমেন্টে ঘর্ষণ বেশি, তাই সিমেন্টে বেশি তাপ উৎপন্ন হবে। 

সুতরাং, সঠিক উত্তরটি হবে:

**উত্তর: উত্তর ২**"
133,জিম একটি ট্রাক এবং একটি গাড়ি উভয়েরই মালিক। ট্রাকের ওজন গাড়ির থেকে ১৩০২৫ কেজি বেশি। গ্যাসের প্যাডেলে চাপ দিলে কোন গাড়িটি বেশি গতিতে ত্বরান্বিত হবে?,Option 2,ট্রাক,গাড়ী,"গাড়ির ত্বরণ নির্ভর করে তার মোট ওজনের উপর। সাধারণত কম ওজনের গাড়ি বেশি ত্বরান্বিত হতে পারে কারণ এতে কম বল প্রয়োজন হয়। সমস্যা অনুযায়ী, ট্রাকের ওজন গাড়ির থেকে ১৩০২৫ কেজি বেশি। সুতরাং, তুলনামূলকভাবে গাড়িটি হালকা এবং এই কারণে এটি বেশি গতিতে ত্বরান্বিত হবে।

**উত্তর: উত্তর ২**"
43,আজমীরা স্কুলে হাতের কাজ দেখিয়ে ৫০ এর মধ্যে ২৫ নম্বর পেয়েছে। কিন্তু আলির স্কুলে আলি হাতের কাজে ২৫ এর মধ্যে ১০ নম্বর পেয়েছে। কে বেশি অংশ নম্বর পেয়েছে হিসাব করি।,Option 1,আজমীরা ,আলি ,"প্রথমে আজমীরার প্রাপ্ত অংশ নম্বর হিসাব করা যাক। আজমীরা ৫০ এর মধ্যে ২৫ নম্বর পেয়েছে, তাই তার প্রাপ্ত অংশ নম্বর হবে:

\[
\frac{25}{50} = 0.5
\]

এখন আলির প্রাপ্ত অংশ নম্বর হিসাব করা যাক। আলি ২৫ এর মধ্যে ১০ নম্বর পেয়েছে, তাই তার প্রাপ্ত অংশ নম্বর হবে:

\[
\frac{10}{25} = 0.4
\]

এখন আমরা দেখি যে দুটি অংশ নম্বরের মধ্যে কোনটি বেশি। ০.৫ (আজমীরার প্রাপ্ত অংশ নম্বর) হচ্ছে ০.৪ (আলির প্রাপ্ত অংশ নম্বর) এর চেয়ে বেশি।

অতএব, আজমীরা বেশি অংশ নম্বর পেয়েছে।

**উত্তর: সম্ভাব্য উত্তর ১**"
279,রড তার কুকুরের কাছে একটি বল ঘুরিয়ে দিচ্ছিল। তিনি সিমেন্টের উপর ৫ মিটার দূরত্ব এবং ঘাসের উপর ২ মিটার দূরত্বে বলটি রোল করতে সক্ষম হন। এর কারণ কি সিমেন্ট?,Option 2,রুক্ষ,মসৃণ,"সিমেন্টের উপর বল বেশি দূরত্বে রোল করে, কারণ সিমেন্টের পৃষ্ঠটি মসৃণ থাকে, যা কম ঘর্ষণ প্রদান করে। ঘর্ষণ কম হলে বলটি সহজে দূরত্ব অতিক্রম করতে পারে। অতএব, সিমেন্টের মসৃণতা বলটি বেশি দূরত্বে রোল করতে সাহায্য করে।

**উত্তর: উত্তর ২**"
377,জিম সার্ভার থেকে ১০০ কিমি দূরে থাকে। জরিনা সার্ভার থেকে ৯৭০০ মাইল দূরে বাস করে। উভয়ের ইন্টারনেট গতি একই। কার পিং বেশি হবে?,Option 2,জিম,জরিনা,"ইন্টারনেট পিং মূলত নির্ভর করে দূরত্বের উপর। যত বেশি দূরত্ব, তত বেশি সময় নেয় ডেটা পৌঁছাতে এবং ফিরে আসতে, অর্থাৎ পিং বেশি হয়। এখানে জিম সার্ভার থেকে ১০০ কিমি দূরে থাকে এবং জরিনা সার্ভার থেকে ৯৭০০ মাইল দূরে বাস করে। ৯৭০০ মাইল অনেক বেশি দূরত্ব, যা ১০০ কিমির চেয়ে বেশি।

সুতরাং, জরিনার পিং জিমের চেয়ে বেশি হবে। 

**উত্তর: উত্তর ২**"
232,"শেপ এবং ক্রিস একই রাস্তায় গাড়ি চালাচ্ছে এবং একই গতিতে যাচ্ছে। যাইহোক, শেপ ১২০ সেকেন্ডের জন্য ভ্রমণ করেছে এবং ক্রিস ১ মিনিটের জন্য ভ্রমণ করেছে। ফলে?",Option 1,শেপ ক্রিসের চেয়ে আরও বেশি ভ্রমণ করেছে,শেপ ক্রিসের চেয়ে বেশি ভ্রমণ করেনি,"শেপ ১২০ সেকেন্ডের জন্য ভ্রমণ করেছে এবং ক্রিস ১ মিনিটের জন্য ভ্রমণ করেছে।

১ মিনিট = ৬০ সেকেন্ড।

এখন দেখা যাক কে বেশি সময় ভ্রমণ করেছে:
- শেপ: ১২০ সেকেন্ড
- ক্রিস: ৬০ সেকেন্ড

শেপ ক্রিসের থেকে বেশি সময় ভ্রমণ করেছে কারণ ১২০ সেকেন্ড > ৬০ সেকেন্ড।

তবে, বলা হয়েছে যে শেপ এবং ক্রিস একই গতিতে গাড়ি চালাচ্ছে। যেহেতু সময় বেশি এবং গতি সমান, তাই শেপের ভ্রমণ দূরত্ব অবশ্যই ক্রিসের থেকে বেশি হবে।

**উত্তর: সম্ভাব্য উত্তর ১**"
386,"পুকুরে কচ্ছপের সাঁতারের গতি ১২ মিটার/সেকেন্ড, যখন সাগরে ২.৮ মিটার/সেকেন্ড, কারণ _____ বেশী মসৃণ?",Option 1,পুকুর,মহাসাগর,"কচ্ছপের সাঁতারের গতি পুকুরে বেশি কারণ পুকুরের পানি সাধারণত স্থির ও মসৃণ হয়, যা তাকে সহজে দ্রুত চলতে সহায়তা করে। অন্যদিকে, মহাসাগরের পানির প্রবাহ এবং ঢেউ এর প্রভাবে পানির প্রতিরোধ ক্ষমতা বেড়ে যায়, যা সাঁতারের গতি কমিয়ে দেয়।

সুতরাং সঠিক উত্তর হলো পুকুর বেশী মসৃণ। 

**উত্তর: উত্তর ১**"
78,"গাড়ি চালিয়ে, মেরি জানতে পেরেছিলেন যে জঙ্গলের ঘর্ষণ সহগ ০.৮, যেখানে রাস্তার সহগ ০.৪ আছে। কথা তার গাড়ি উপর দ্রুত চালানো যায়?",Option 2,জঙ্গলে,রাস্তায়,"ঘর্ষণ সহগ (coefficient of friction) যত বেশি, রাস্তা বা পৃষ্ঠতলের সাথে সংযোগ তত বেশি দৃঢ় হয় এবং এর ফলে গাড়ির চলাচল তত বেশি নিয়ন্ত্রণে থাকে। এর মানে হল যে কোনো গাড়ি ভূমির উপর দ্রুত চালাতে গেলে বেশি ঘর্ষণ সহগ সবসময় ভালো।

দেওয়া তথ্য অনুযায়ী:
- জঙ্গলের ঘর্ষণ সহগ = ০.৮
- রাস্তার ঘর্ষণ সহগ = ০.৪

যেহেতু জঙ্গলের ঘর্ষণ সহগ রাস্তার ঘর্ষণ সহগের চেয়ে বেশি (০.৮ > ০.৪), গাড়ি জঙ্গলের উপর দ্রুত চালানো যায়।

**উত্তর: সম্ভবত উত্তর ১, অর্থাৎ ""জঙ্গলে""।**"
16,৬৭৮০৯০ সংখ্যাটি ৯৮৭৬৫০ সংখ্যাটি থেকে ?,Option 2,বড়,ছোট,উত্তর: উত্তর ২
392,"যদি একটি গাড়ি এবং একটি পিকআপ উভয়ই ৬০ মাইল বেগে ভ্রমণ করে, কিন্তু গাড়ি ২ ঘন্টা পরে থামে যেখানে পিকআপ ৬ ঘন্টা পরে থামে, কোনটি কম দূরত্ব অতিক্রম করেছে?",Option 1,গাড়ী,পিকআপ,"প্রথমে আমরা উভয় যানবাহনের ভ্রমণ করা দূরত্ব বের করব। 

গাড়ি ৬০ মাইল প্রতি ঘন্টা বেগে ভ্রমণ করে এবং এটি ২ ঘন্টা পরে থামে। সুতরাং, গাড়ির ভ্রমণ করা দূরত্ব হবে:
\[ \text{দূরত্ব} = \text{বেগ} \times \text{সময়} = ৬০ \, \text{মাইল/ঘন্টা} \times ২ \, \text{ঘন্টা} = ১২০ \, \text{মাইল।} \]

অন্যদিকে, পিকআপও ৬০ মাইল প্রতি ঘন্টা বেগে ভ্রমণ করে কিন্তু এটি ৬ ঘন্টা পরে থামে। সুতরাং, পিকআপের ভ্রমণ করা দূরত্ব হবে:
\[ \text{দূরত্ব} = \text{বেগ} \times \text{সময়} = ৬০ \, \text{মাইল/ঘন্টা} \times ৬ \, \text{ঘন্টা} = ৩৬০ \, \text{মাইল।} \]

তাহলে গাড়ি ১২০ মাইল এবং পিকআপ ৩৬০ মাইল দূরত্ব অতিক্রম করেছে। 

অতএব, গাড়ি পিকআপের থেকে কম দূরত্ব অতিক্রম করেছে।

**উত্তর: সম্ভাব্য উত্তর ১**"
272,"ময়লার উপর একটি ঘূর্ণায়মান মার্বেল বালির তুলনায় ৫ নিউটন প্রতিরোধ ক্ষমতা তৈরি করে, বালির উপর এটি ৭৩ নিউটন প্রতিরোধের সৃষ্টি করে। মার্বেল কোথায় বেশি যেতে পারবে?",Option 1,বালি,ময়লা,"মার্বেল ঘূর্ণায়মান অবস্থায় যে স্থানে কম প্রতিরোধ ক্ষমতা সৃষ্টি করে, সেখানে এটি বেশি যেতে পারবে। এখানে ময়লাতে ৫ নিউটন এবং বালিতে ৭৩ নিউটন প্রতিরোধ ক্ষমতা তৈরি হয়। সুতরাং, ময়লাতে প্রতিরোধ কম হওয়ায় সেখানে মার্বেল বেশি দূর যেতে সক্ষম হবে।

**উত্তর: উত্তর ২**"
1,"একটি পিকআপ এবং একটি ভ্যান উভয়ই মহাসড়কে ৬০ মাইল বেগে চলছে। 
যদি পিকআপটি প্রস্থানের দিকে চলে যায় এবং ভ্যানটি তাড়াতাড়ি থামে, 
তবে কোন গাড়িটি কম দূরত্ব অতিক্রম করবে?",Option 1,পিকআপ,ভ্যান,"যেহেতু পিকআপটি তার গতি বজায় রাখে এবং ভ্যানটি থামে, তাই ভ্যানটি পিকআপের তুলনায় কম দূরত্ব অতিক্রম করবে। কেননা ভ্যানটি তার চলার পথ তাড়াতাড়ি শেষ করে দেয় থামার মাধ্যমে, যেখানে পিকআপ তার গতি বজায় রেখে চলা অব্যাহত রাখে।

**উত্তর: উত্তর ২**"
397,"ম্যামথটি ওয়াটারিং হোল দিয়ে ঘন্টায় ৩ কিমি বেগে চলেছিল, কিন্তু শক্ত ময়লার উপর ঘন্টায় ৯ কিমি বেগে চলেছিল কারণ শক্ত ময়লা ছিল?",Option 1,কম প্রতিরোধী,বেশী প্রতিরোধী,উত্তর: উত্তর ১
115,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ৭০ সেকেন্ড পরে থামল। নীলটি ২ মিনিট ৩৪ সেকেন্ড পরে থামল। কোনটি বেশি দূরে গেলো?,Option 2,লাল বল,নীল বল।,"লাল বল থামাতে সময় লেগেছে ৭০ সেকেন্ড এবং নীল বল থামাতে সময় লেগেছে ২ মিনিট ৩৪ সেকেন্ড। প্রথমে সময়গুলোকে সেকেন্ডে রূপান্তর করি:

১ মিনিট = ৬০ সেকেন্ড, অতএব ২ মিনিট = ২ × ৬০ = ১২০ সেকেন্ড

এখন, নীল বল থামাতে মোট সময় লেগেছে = ১২০ সেকেন্ড + ৩৪ সেকেন্ড = ১৫৪ সেকেন্ড

ফলে, লাল বল থামাতে লেগেছে ৭০ সেকেন্ড এবং নীল বল থামাতে লেগেছে ১৫৪ সেকেন্ড।

যেহেতু বলগুলো অভিকর্ষের প্রভাবে এবং সমান পৃষ্ঠে গড়িযেছে, সময়ের সঙ্গে সঙ্গে বলের গতি বাড়বে এবং বল বেশি সময় চললে তা বেশি দূর যাই। তাই বেশি সময় ধরে চলা নীল বল বেশি দূরে গিয়েছে।

**উত্তর: সম্ভাব্য উত্তর ২: নীল বল।**"
226,"ইয়ান এবং অ্যাভেরি একই স্টেশন থেকে ট্রেন ধরছে। ইয়ানের ট্রেন লাল, এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ৮ মাইল প্রতি ঘন্টা যাচ্ছে। অ্যাভেরি এর ট্রেন সবুজ এবং চল্লিশ মাইল দূরে একটি গন্তব্যে ১৪ মাইল প্রতি ঘন্টা যাচ্ছে।কোন ট্রেনটি ধীরগতির হয়?",Option 1,লাল,সবুজ,"যদি আমরা বিপরীত দিক থেকে এ সমস্যাটি দেখি, ইয়ানের ট্রেনটি লাল এবং গতি ৮ মাইল প্রতি ঘণ্টা, আর অ্যাভেরির ট্রেনটি সবুজ এবং গতি ১৪ মাইল প্রতি ঘণ্টা। যেহেতু লালের গতি ৮ মাইল প্রতি ঘণ্টা এবং সবুজের গতি ১৪ মাইল প্রতি ঘণ্টা, যার মানে সবুজ ট্রেনটি লাল ট্রেনের চেয়ে দ্রুতগামী। সুতরাং, ধীরগতির ট্রেনটি হলো ইয়ানের লাল ট্রেন।

**উত্তর: সম্ভাব্য উত্তর ১**"
263,খালি সিমেন্ট ট্রাকের ওজন প্রায় ৮০০০ পাউন্ড। পরে ট্রাকে ৫ কেজি ওজনের ৫ ব্যাগ সিমেন্ট রাখা হয়। এটি বেশী _____ চলে যখন সিমেন্টের ব্যাগ ছাড়াই চলছিল?,Option 1,দ্রুত,ধীর,"ট্রাকের উপরে সিমেন্টের ব্যাগ রাখার ফলে ট্রাকের মোট ওজন বৃদ্ধি পায়। যেহেতু ট্রাকের ওজন বেড়ে গেছে, এটি সাধারণত ধীর গতিতে চলবে কারণ ভারী যানবাহনগুলো চালাতে বেশি শক্তি প্রয়োজন হয় এবং গতি কমে যায়। অতএব, ট্রাকে সিমেন্টের ব্যাগ রাখার পর ট্রাকটি ধীর গতিতে চালিত হবে।

**উত্তর: উত্তর ২**"
105,জিম ৪৬ মিটার/সেকেন্ড গতিতে দৌড়াতে পারত এবং তার বোন জেন ৫২ মি/সেকেন্ড বেগে দৌড়াতে পারত। একটি বিপজ্জনক ভাইরাসের বিস্তার বন্ধ করার জন্য তাদের পরবর্তী শহরে কিছু জরুরি ভ্যাকসিন সরবরাহ করতে হয়েছিল। স্বল্প সময়ে সেখানে পৌঁছানোর জন্য টিকা নিয়ে কাকে যাওয়া উচিত?,Option 2,জিম,জেন,"জিমের গতিবেগ ৪৬ মিটার/সেকেন্ড এবং জেনের গতিবেগ ৫২ মিটার/সেকেন্ড। যেহেতু জেনের গতি জিমের চেয়ে বেশি, তাই স্বল্প সময়ে গন্তব্যে পৌঁছানোর জন্য জেনকে টিকা নিয়ে যাওয়া উচিত।

**উত্তর: উত্তর ২**"
