Q No.,Question,Answer,Model Response
326,"মাসের শেষে, মেডেলিন তার মে মাসের খরচ হিসাব করছিলেন। তিনি দেখতে পান যে তিনি পিজ্জার জন্য মোট ৪৬৫ টাকা ব্যয় করেছেন। যদি ম্যাডেলিন প্রতিদিন সমান সংখ্যক পিজ্জা খায়, তবে সে প্রতিদিন কত টাকার পিজ্জা খায়?",১৫,"মে মাসে ৩১টি দিন থাকে, তাই এই মাসের জন্য প্রতিদিন খরচ করা পরিমাণ বের করার জন্য, আমরা তার মোট খরচকে দিনের সংখ্যা দিয়ে ভাগ করতে পারি।

মে মাসে প্রতিদিন ব্যয় করা পরিমাণ = মোট ব্যয় / দিনের সংখ্যা
= ৪৬৫ টাকা / ৩১টি দিন
= ১৫ টাকা প্রতিদিন

উত্তর: ১৫"
82,"তিনটি ভিন্ন রং এর ঘণ্টা আছে। লাল রং এর ঘন্টা ১৮ মিনিট পরপর, হলুদ রং এর ঘণ্টা ১৫ মিনিট পরপর এবং সবুজ রং এর ঘন্টা ১২ মিনিট পরপর বাজে। ঘণ্টাগুলো সন্ধ্যা ৬টায় একসাথে বাজলে, রাত কয়টায় পুনরায় কখন একসাথে বাজবে ?",৯,"এই সমস্যাটি সমাধান করার জন্য, আমাদের লাল, হলুদ এবং সবুজ রং এর ঘণ্টার তাড়াহুড়ো খুঁজে বের করতে হবে। 

১. লাল রং এর ঘণ্টা ১৮ মিনিট পরপর বাজে, তাই ৬০ মিনিটের মধ্যে এটি ৬০/১৮ = ১০/৩ বার বাজবে।

২. হলুদ রং এর ঘণ্টা ১৫ মিনিট পরপর বাজে, তাই ৬০ মিনিটের মধ্যে এটি ৬০/১৫ = ৪ বার বাজবে।

৩. সবুজ রং এর ঘণ্টা ১২ মিনিট পরপর বাজে, তাই ৬০ মিনিটের মধ্যে এটি ৬০/১২ = ৫ বার বাজবে।

লাল, হলুদ এবং সবুজ রং এর ঘণ্টা একসাথে বাজার পরবর্তী সময় �"
307,অ্যাঞ্জেল বোর্ডে প্রতিটি ইংরেজী স্বরবর্ণ লিখেছিলেন। যদি প্রতিটি স্বরবর্ণ ৪ বার লেখা হয়। বোর্ডে মোট কতটি বর্ণমালা লেখা ছিল?,২০,"প্রথমে, আসুন ইংরেজি স্বরবর্ণের সংখ্যা নির্ধারণ করা যাক। ইংরেজি স্বরবর্ণের সংখ্যা ৫টি, যা হল A, E, I, O, এবং U।

যেহেতু প্রতিটি স্বরবর্ণ ৪ বার লেখা হয়েছে, তাই আমরা প্রতিটি স্বরবর্ণের সংখ্যাকে ৪ দিয়ে গুণ করে প্রতিটি স্বরবর্ণের মোট সংখ্যা গণনা করতে পারি। 

সুতরাং, বোর্ডে মোট স্বরবর্ণের সংখ্যা = ৫ * ৪ = ২০।

অতএব, বোর্ডে মোট বর্ণমালার সংখ্যা ২০টি।

উত্তর: 20"
288,জামশেদের পকেটে তাস খেলার ৫০টি সম্পূর্ণ ডেক রয়েছে। তার মোট কয়টি ইস্কাবন আছে?,৬৫০,"একটি সম্পূর্ণ তাসের ডেকে 52টি কার্ড থাকে। যেহেতু জামশেদের কাছে 50টি সম্পূর্ণ ডেক আছে, তাই তার মোট কার্ডের সংখ্যা 50 * 52 = 2600।

উত্তর: 2600"
77,একটি কারখানায় ৫ দিনে ২৪৫০টি মোটরসাইকেল তৈরি হয়। ৪ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,১৩৭২০,"একটি কারখানায় ৫ দিনে ২৪৫০টি মোটরসাইকেল তৈরি হয়। আমাদের এই হারকে প্রতি সপ্তাহে কতটি মোটরসাইকেল তৈরি হয় তা খুঁজে বের করতে হবে, যেহেতু ১ সপ্তাহে ৭ দিন থাকে।

প্রথমে, আমরা প্রতিদিন কতগুলি মোটরসাইকেল তৈরি হয় তা খুঁজে পাই:
২৪৫০টি মোটরসাইকেল / ৫ দিন = ৪৯০টি মোটরসাইকেল প্রতিদিন।

এখন, আমরা ১ সপ্তাহে কতগুলি মোটরসাইকেল তৈরি হয় তা গণনা করি:
৪৯০টি মোটরসাইকেল/দিন * ৭ দিন/সপ্তাহ = ৩৪৩০টি মোটরসাইকেল/স�"
328,ভোর ৫টায় বোস্টন থেকে যাত্রা শুরু করে সন্ধ্যা ৮টায় শিকাগো পৌঁছাই। আমি কত ঘন্টা ভ্রমণ করেছি?,১৫,"ভোর ৫টা থেকে সন্ধ্যা ৮টায় শিকাগো পৌঁছাতে আমাদের মোট সময় বের করতে হবে। 

প্রথমে, আমাদের সময়ের ব্যবধান গণনা করতে হবে। ভোর ৫টা থেকে সন্ধ্যা ৮টায় মোট কত ঘন্টা আছে তা আমাদের বের করতে হবে। 

ভোর ৫টা থেকে দুপুর ১২টায় ৭ ঘন্টা আছে (১২ - ৫ = ৭)। 
দুপুর ১২টা থেকে সন্ধ্যা ৮টায় ৮ ঘন্টা আছে (২০ - ১২ = ৮, কারণ সন্ধ্যা ৮টা হল ২০ ঘন্টা বিকাল সময়ে)। 

সুতরাং, মোট সময় হল ৭ ঘন্টা + ৮ ঘন্টা = ১৫ ঘন্টা। 

সুতরাং, আমরা ১৫ ঘন্টা ভ্�"
310,"অনিস প্রথমে বাংলা ব্যঞ্জনবর্ণ শেখার সাথে শুরু করে। অনিস যদি একটি বর্ণমালা শিখতে ৫ দিন সময় নেয়, তাহলে অনিসের সব ব্যঞ্জনবর্ণ শেখা শেষ করতে কতদিন লাগবে?",১৯৫,"বাংলা বর্ণমালায় মোট ১১টি স্বরবর্ণ এবং ৩৩টি ব্যঞ্জনবর্ণ রয়েছে। সমস্যাটি শুধুমাত্র ব্যঞ্জনবর্ণ সম্পর্কে বলে। 

যদি অনিস একটি বর্ণমালা শিখতে ৫ দিন সময় নেয়, তাহলে তার সব ব্যঞ্জনবর্ণ শেখা শেষ করতে তার যে সময় লাগবে তা হল:

৩৩টি ব্যঞ্জনবর্ণ * ৫ দিন/বর্ণমালা = ১৬৫ দিন

সুতরাং, অনিসের সব ব্যঞ্জনবর্ণ শেখা শেষ করতে ১৬৫ দিন সময় লাগবে।

উত্তর: 165"
221,"ওয়েন একজন ডাক্তার, যিনি ৩:২৮ টায় অপারেশন থিয়েটারে গিয়েছিলেন ৩ ঘন্টা দীর্ঘ অপারেশন করতে। ওয়েনের বোন ওয়েনের সাথে দেখা করতে এসেছিল ৫:৩৬ টায়, ওয়েনের সাথে দেখা করার জন্য তাকে কত মিনিট অপেক্ষা করতে হয়েছিল?",৫২,"ওয়েন ৩:২৮ টায় অপারেশন থিয়েটারে গিয়েছিলেন ৩ ঘন্টা দীর্ঘ অপারেশন করতে। তাই, অপারেশন শেষ হবে ৩:২৮ + ৩ ঘন্টা = ৬:২৮ টায়।

ওয়েনের বোন ৫:৩৬ টায় তার সাথে দেখা করতে এসেছিল। যেহেতু অপারেশন শেষ হয়েছে ৬:২৮ টায়, তাই ওয়েনের বোনকে তার সাথে দেখা করার জন্য অপেক্ষা করতে হয়েছে।

আমরা এখন সময় গণনা করি: ৬:২৮ - ৫:৩৬ = ০:৫২ (৫২ মিনিট)।

উত্তর: 52"
23,রফিক দোকান থেকে ডজন প্রতি ১৪৪ টাকা দিয়ে আড়াই ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৪ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,৩৬০,"রফিক দোকান থেকে ডজন প্রতি ১৪৪ টাকা দিয়ে আড়াই ডজন ডিম কিনেছে। আড়াই ডজন হল ৩/২ ডজন। ধরা যাক এক ডজন ডিমের দাম ১৪৪ টাকা। 

সুতরাং, আড়াই ডজন ডিমের দাম = (৩/২) * ১৪৪ 
= ৩ * ৭২ 
= ২১৬ টাকা।

রফিক ৪টি ডিম নষ্ট দেখতে পেল। কিন্তু এটা তার খরচের ওপর কোনো প্রভাব ফেলে না, কারণ সে ইতিমধ্যেই ডিম কিনে নিয়েছে।

তাই, রফিকের খরচ = ২১৬ টাকা।

উত্তর: 216"
366,"জোসেফ ভেগাসে বেড়াতে যাচ্ছে। যেহেতু পোকার এবং অন্যান্য তাসের খেলা আজকাল জনপ্রিয় হয়ে উঠেছে, জোসেফ যাত্রার জন্য ৪টি তাসের ডেক রাখার সিদ্ধান্ত নিয়েছে। তার মোট কতটি কার্ড আছে?",২০৮,"একটি তাসের ডেকে ৫২টি কার্ড থাকে। যেহেতু জোসেফের কাছে ৪টি তাসের ডেক আছে, তাই তার মোট কার্ডের সংখ্যা হল ৪ * ৫২ = ২০৮।

উত্তর: 208"
119,"পার্কার প্রতিদিন ৮ ঘন্টা ঘুমায়। আজ যদি তিনি সকাল ৯টায় ঘুম থেকে ওঠেন, তাহলে কতক্ষণে তিনি ঘুমোতেন?",১০,"পার্কার যদি প্রতিদিন ৮ ঘন্টা ঘুমায় এবং সকাল ৯টায় ঘুম থেকে ওঠেন, তাহলে আমাদের খুঁজে বের করতে হবে যে সে কখন ঘুমিয়েছিল।

আসুন এটি ধাপে ধাপে ভেঙে দেওয়া যাক:

1. পার্কার 8 ঘন্টা ঘুমায়।
2. সে সকাল 9টায় ঘুম থেকে ওঠে।
3. তাই, আমরা 9টা থেকে 8 ঘন্টা বিয়োগ করে দেখতে পারি যে সে কখন ঘুমিয়েছিল।

8 ঘন্টা বিয়োগ করলে আমরা পাই:
9টা - 8 ঘন্টা = রাত 1টা

সুতরাং, পার্কার রাত 1টায় ঘুমিয়েছিল।

উত্তর: রাত ১টা"
349,যদি একটি বর্গক্ষেত্রের প্রতিটি পাশে বেড়া দিতে খরচ হয় ৬৯ টাকা। বেড়ায় মোট কত খরচ হয় বের কর।,২৭৬,"একটি বর্গক্ষেত্রের চারপাশে বেড়া দিতে খরচ হয় একটি বর্গক্ষেত্রের পরিধির সমান। একটি বর্গক্ষেত্রের পরিধি হল এর চারটি বাহুর যোগফল। যেহেতু একটি বর্গক্ষেত্রের সকল বাহু সমান, তাই আমরা একটি বাহুর দৈর্ঘ্যকে 's' হিসেবে ধরে নিতে পারি।

একটি বর্গক্ষেত্রের পরিধি = 4s

প্রতিটি পাশে বেড়া দিতে খরচ হয় ৬৯ টাকা, তাই মোট খরচ হবে পরিধির সমান।

মোট খরচ = 4s = ৬৯ × 4

যেহেতু আমরা পাশের দৈর্ঘ্য 's' জানি না, তাই আমরা ধরে নিতে পারি যে একটি বাহুর খরচ ৬৯ টাকা। ত"
377,অ্যামেলিয়া ৬টি অভিন্ন ঘনকাকৃতির বস্তুর সমস্ত বাইরের তল এঁকেছেন। অ্যামেলিয়ার আঁকা তলের মোট সংখ্যা কত?,৩৬,"আসুন ধাপে ধাপে সমস্যাটি বিশ্লেষণ করি:

1. **ঘনকাকৃতির বস্তুর বৈশিষ্ট্য**: একটি ঘনকাকৃতির বস্তুর 6টি মুখ থাকে।

2. **অভিন্ন ঘনকাকৃতির বস্তু**: যেহেতু বস্তুগুলো অভিন্ন, তাদের প্রত্যেকটির 6টি মুখ থাকে।

3. **বাইরের তলের সংখ্যা**: যদি আমরা একটি একক ঘনকাকৃতির বস্তু নিই, তার 6টি বাইরের তল থাকে। কিন্তু যখন আমরা 6টি অভিন্ন ঘনকাকৃতির বস্তু একসাথে রাখি, কিছু তল একে অপরের সংলগ্ন হয়ে যায় এবং বাইরের তল হিসেবে গণনা করা হয় না।

4. **সংলগ্ন তলে"
116,জেডেন তার ছেলেকে বলে যে আকাশে মোট ১২ টি পাখির ডানা থাকলে সেখানে কতটি পাখি থাকা উচিত?,৬,"আসুন সমস্যাটি বিশ্লেষণ করি। যদি একটি পাখির ২টি ডানা থাকে এবং আকাশে মোট ১২টি ডানা থাকে, তাহলে পাখির সংখ্যা খুঁজে পেতে আমাদের ডানার সংখ্যাকে ১টি পাখির ডানার সংখ্যা দিয়ে ভাগ করতে হবে।

যেহেতু একটি পাখির ২টি ডানা আছে, তাই আমরা ১২টি ডানাকে ২ দিয়ে ভাগ করি:

12 ÷ 2 = 6

সুতরাং, আকাশে 6টি পাখি থাকা উচিত।

উত্তর: 6"
133,"মাস শেষে সাদি তার এপ্রিল মাসের খরচ হিসাব করছিলেন। তিনি দেখতে পান যে তিনি বার্গারের জন্য মোট ৪২০ টাকা ব্যয় করেছেন। যদি সাদি প্রতিদিন সমান সংখ্যক বার্গার খায়, তবে সে প্রতিদিন কত টাকার বার্গার খায়?",১৪,"এপ্রিল মাসে ৩০ দিন থাকে। সাদি প্রতিদিন সমান সংখ্যক বার্গার খায়। তাই, তিনি যে পরিমাণ বার্গার খান তার মোট খরচ হল ৪২০ টাকা। আমরা প্রতিদিন খাওয়া বার্গারের পরিমাণকে x হিসাবে ধরে নিতে পারি।

যেহেতু সে প্রতিদিন সমান সংখ্যক বার্গার খায়, তাই আমরা সমীকরণ লিখতে পারি:
30x = 420

এখন, আমরা x এর মান বের করতে পারি:
x = 420 / 30
x = 14

সুতরাং, সাদি প্রতিদিন ১৪ টাকার বার্গার খায়।

উত্তর: 14"
233,"পূর্ব উপকূল থেকে পশ্চিম উপকূলে একটি ৩২ ঘন্টা ট্রেন আছে। ট্রেনটি যদি শনিবার পূর্ব উপকূল থেকে খুব ভোরে যাত্রা শুরু করে, তাহলে কোন দিন গন্তব্যে পৌঁছাবে?",রবিবার,"শনিবার ভোরে ট্রেনটি যাত্রা শুরু করে এবং ৩২ ঘন্টা সময় নেয়। ২৪ ঘন্টা হলে একদিন। সুতরাং, ৩২ ঘন্টা হল একদিন এবং ৮ ঘন্টা। 

যেহেতু ট্রেনটি শনিবার ভোরে যাত্রা শুরু করে, তাই একদিন (২৪ ঘন্টা) পরে এটি রবিবার হবে। অবশিষ্ট ৮ ঘন্টা যোগ করলে, এটি রবিবার সন্ধ্যায় গন্তব্যে পৌঁছাবে।

উত্তর: রবিবার"
404,"মাসের শেষের দিকে, ক্লেয়ার মার্চের তার খরচ হিসাব করছিলেন। তিনি দেখতে পান যে তিনি ভাত খেতে মোট ৩৪১ টাকা ব্যয় করেছেন। তিনি প্রতিদিন কত টাকার ভাত খেয়েছিলেন?",১১,"মার্চ মাসে ৩১ দিন থাকে। যদি ক্লেয়ার মার্চ মাসে মোট ৩৪১ টাকা ভাত খেতে ব্যয় করে থাকেন, আমরা প্রতিদিন তার খরচের গড় নির্ণেয় করতে পারি। প্রতিদিন গড় খরচ নির্ণয় করতে, আমরা মাসের মোট খরচকে মাসের দিন সংখ্যা দিয়ে ভাগ করি।

প্রতিদিনের গড় খরচ = মোট খরচ / মাসের দিন সংখ্যা
= ৩৪১ টাকা / ৩১ দিন
= ১১০ টাকা

অতএব, ক্লেয়ার প্রতিদিন গড়ে ১১০ টাকা খরচ করেছেন।

উত্তর: ১১"
49,তাহসান দোকান থেকে ১৩২ টাকা দিয়ে এক ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে তাহসানের কত টাকা ক্ষতি হল?,৩৩,"তাহসান এক ডজন ডিম নিয়ে বাসায় গেল, যা মোট ১২টি ডিম। তিনি ১৩২ টাকা দিয়ে কিছু ডিম কিনেছেন। আমরা প্রথমে একটি ডিমের মূল্য বের করতে পারি: 

১২টি ডিম = ১৩২ টাকা
১টি ডিম = ১৩২ টাকা / ১২
১টি ডিম = ১১ টাকা

এখন, যেহেতু ৩টি ডিম নষ্ট, তাই তাহসানের ক্ষতি হল:

ক্ষতি = ৩টি ডিম * ১টি ডিমের মূল্য
ক্ষতি = ৩ * ১১ টাকা
ক্ষতি = ৩৩ টাকা

উত্তর: 33"
186,আইজ্যাক একটি নিবন্ধ পড়ছেন যা বলছে প্রতি শতাব্দীতে তাপমাত্রা ৪ ইউনিট বাড়ছে। ১৬০০ বছরে তাপমাত্রার কী পরিবর্তন হবে?,৬৪,"আইজ্যাক যে নিবন্ধটি পড়ছেন তাতে বলা হয়েছে যে প্রতি শতাব্দীতে তাপমাত্রা ৪ ইউনিট বাড়ছে। যদি আমরা ১৬০০ বছরের জন্য তাপমাত্রার পরিবর্তন খুঁজে পেতে চাই, তাহলে আমাদের ১৬০০ বছরকে শতাব্দীতে রূপান্তর করতে হবে।

১ শতাব্দী হল ১০০ বছর, তাই:

১৬০০ বছর / ১০০ বছর/শতাব্দী = ১৬ শতাব্দী

এখন, আমরা জানি যে প্রতি শতাব্দীতে তাপমাত্রা ৪ ইউনিট বাড়ছে। সুতরাং, ১৬ শতাব্দীতে তাপমাত্রার পরিবর্তন হবে:

১৬ শতাব্দী * ৪ ইউনিট/শতাব্দী = ৬৪ ইউনিট

"
