Q No.,Question,Answer,option1,option2,Model Response
207,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ১ মিনিট ২৩ সেকেন্ড পরে থামল। নীলটি ২৯ সেকেন্ড পরে থামল। কোনটি সবচেয়ে দূরে গড়িয়ে গেলো?,Option 1,লাল বল,নীল বল,"এখানে প্রশ্নটি হল কোনটি সবচেয়ে দূরে গড়িয়েছে, কত সময় ধরে গড়িয়েছে সেটি নয়। যেহেতু কোনো তথ্য দেওয়া নেই যে কোন বলটি কত জোরে গড়ানো হয়েছে, তাই বলা সম্ভব নয় কোনটি বেশি দূরত্ব অতিক্রম করেছে। যদি ধরে নেই দুটো বল একই সময়ে ছাড়া হয়েছে এবং একই ঢালু পথে গড়িয়েছে, সেক্ষেত্রে যে বলটি বেশি সময় ধরে গড়িয়েছে সেটি বেশি দূরত্ব অতিক্রম করবে। এক্ষেত্রে লাল বলটি ১ মিনিট ২৩ সেকেন্ড বা ৬0+২৩=৮৩ সেকেন্ড চলেছে এবং নীল বলটি ২৯ সেকেন্ড চলেছে। সুতরাং লাল বলটি বেশি দূরত্ব অতিক্রম করেছে।

উত্তর: উত্তর ১"
163,"একটি রেস কার এবং একটি পিকআপ উভয়ই একই গতিতে হাইওয়েতে চলেছিল। রেস কারের চালক ক্লান্ত হয়ে পড়ে এবং ১৫ মিনিট পরে পার্ক করে, যখন পিকআপের চালক আরও ১৫ মিনিট চালিয়ে যান। কোন যানটি শেষ পর্যন্ত বেশি দূরত্ব অতিক্রম করেছে?",Option 2,রেস গাড়ী,পিকআপ,"পিকআপ ট্রাকটি রেস কারের চেয়ে বেশি সময় ধরে চলেছে। যেহেতু তাদের প্রাথমিক গতিবেগ একই ছিল, তাই পিকআপ ট্রাকটি বেশি দূরত্ব অতিক্রম করবে।

উত্তর: উত্তর ২"
137,যদি একজন স্কেটার একটি মাঠে ৩৪ মিটার/সেকেন্ড এবং একটি স্কেট পার্কে ২২ মিটার/সেকেন্ড গতিতে রাইড করে তাহলে এর মানে হল যে _____ বেশী রুক্ষ?,Option 1,স্কেট পার্ক,মাঠ,"এখানে, স্কেটারের গতি যেখানে কম, সেই স্থানটি বেশি রুক্ষ হওয়ার কারণে গতিরোধ বেশি। যেহেতু স্কেট পার্কে স্কেটারের গতি কম (২২ মিটার/সেকেন্ড), তাই স্কেট পার্ক বেশি রুক্ষ।

উত্তর: উত্তর ১"
32,এক টুকরো চুলের ব্যাস ০.০৬ মি.মি. যেখানে একটি দড়ির ব্যাস ১১ মি.মি. তাই চুল?,Option 2,শক্তিশালী,দুর্বল,"চুলের ব্যাস দড়ির ব্যাসের চেয়ে অনেক কম। তাই চুল দড়ির তুলনায় দুর্বল হবে।

উত্তর: উত্তর ২"
23,২২২২২২২ থেকে  ৫৫৫৫৫৫ সংখ্যাটি?,Option 2,বড়,ছোট,"২,২২২,২২২ সংখ্যাটি ৫,৫৫,৫৫৫ থেকে বৃহত্তর।

উত্তর: উত্তর ১"
7,স্ট্যানলি এবং কাইল রাস্তায় ৪০ মাইল গতিতে তাদের গাড়ি চালাচ্ছেন। স্ট্যানলি তার ফোনের উত্তর দেওয়ার জন্য তার গাড়ি থামিয়ে দেয় যখন কাইল গাড়ি চালিয়ে যায়। সবচেয়ে কম দূরত্বে গাড়ি চালায় কে?,Option 1,স্ট্যানলি ,কাইল,"কাইল যেহেতু ৪০ মাইল গতিতে গাড়ি চালিয়ে যাচ্ছে এবং স্ট্যানলি কিছুক্ষণের জন্য থেমে ছিল, তাই কাইল অবশ্যই স্ট্যানলির চেয়ে বেশি দূরত্ব অতিক্রম করবে।

উত্তর: উত্তর ২"
360,"পুরানো গাছের কাণ্ডের প্রস্থ ৫.১ ইঞ্চি, এবং নতুন গাছের কাণ্ডের পুরুত্ব ১০ সেমি, তাহলে পুরানো গাছটি ছিল তুলনামূলক?",Option 1,শক্তিশালী গাছ,দুর্বল গাছ,"প্রথমেই, আমাদের ইঞ্চি এবং সেন্টিমিটার একই ইউনিটে পরিবর্তন করতে হবে। আমরা জানি, ১ ইঞ্চি = ২.৫৪ সেন্টিমিটার।

তাহলে, পুরানো গাছের কাণ্ডের প্রস্থ ৫.১ ইঞ্চি = ৫.১ * ২.৫৪ সেন্টিমিটার = ১২.৯৫৪ সেন্টিমিটার।

এখন, পুরানো গাছের কাণ্ডের প্রস্থ ১২.৯৫৪ সেমি এবং নতুন গাছের কাণ্ডের পুরুত্ব ১০ সেমি। যেহেতু পুরানো গাছের কাণ্ডের প্রস্থ নতুন গাছের কাণ্ডের পুরুত্বের চেয়ে বেশি, তাই পুরানো গাছটি তুলনামূলকভাবে শক্তিশালী ছিল।

উত্তর: উত্তর ১"
295,"ম্যামথটি জলের গর্তের মধ্য দিয়ে ঘন্টায় ১৮ কিমি বেগে চলেছিল, কিন্তু শক্ত ময়লার উপর ঘন্টায় ২৭ কিমি বেগে চলেছিল কারণ শক্ত ময়লা ছিল?",Option 1,কম প্রতিরোধী,বেশী প্রতিরোধী,"ম্যামথ যখন জলের গর্তের মধ্য দিয়ে যায়, তখন তার গতি কম থাকে (১৮ কিমি/ঘণ্টা), কারণ জল বেশি প্রতিরোধী। অন্যদিকে, শক্ত ময়লার উপর গতি বেশি (২৭ কিমি/ঘণ্টা), কারণ শক্ত ময়লা কম প্রতিরোধী।

অতএব, উত্তর ১ সঠিক।

**উত্তর: উত্তর ১**"
189,একটি বিড়াল নদীর মধ্য দিয়ে ১২.৫৭ মিটার/সেকেন্ড এবং জঙ্গলের মধ্য দিয়ে ৩২.৯৪ মিটার/সেকেন্ড গতিতে চলে। এর মানে বিড়াল কম বাধা পায়?,Option 1,জঙ্গলে,নদীতে,"বিড়াল জঙ্গলের মধ্য দিয়ে দ্রুত বেগে যেতে পারে, কারণ তার গতি ৩২.৯৪ মিটার/সেকেন্ড। নদীর মধ্য দিয়ে তার গতি কম, ১২.৫৭ মিটার/সেকেন্ড। যেহেতু জঙ্গলে বিড়ালের গতি বেশি, তাই জঙ্গলে সে কম বাধা পায়।

উত্তর: উত্তর ১"
126,বিলি এবং জিমি একদিন দৌড়ে বাড়ি ফিরার সিদ্ধান্ত নেয়। জিমি ১০০ মিনিটে বাড়ি ফিরেছে এবং বিলি ১ ঘন্টা সময় নিয়েছে। জিমি কি তাই?,Option 1,ধীর,দ্রুত,"এখানে জিমি ১০০ মিনিটে বাড়ি ফিরেছে, যেখানে বিলি ১ ঘন্টা বা ৬০ মিনিটে বাড়ি ফিরেছে। যেহেতু বিলি জিমি থেকে কম সময় নিয়েছে, তাই জিমি বিলির থেকে ধীর ছিল।

উত্তর: উত্তর ১"
101,টিনা এবং মিনা দুজনেই হাইওয়েতে একই গতিতে যাচ্ছে। টিনা ১২৯ মিনিট এবং মিনা ৩৬ মিনিট ৪৮ সেকেন্ড ড্রাইভ করেন। কে বেশী দূর ড্রাইভ করে?,Option 2,মিনা,টিনা,"যেহেতু টিনা এবং মিনা একই গতিতে ড্রাইভ করছেন, তাই যে বেশি সময় ধরে ড্রাইভ করবে, সে বেশি দূরত্ব অতিক্রম করবে। টিনা ১২৯ মিনিট ড্রাইভ করে এবং মিনা ৩৬ মিনিট ৪৮ সেকেন্ড ড্রাইভ করে। যেহেতু ১২৯, ৩৬ এর থেকে বড়, তাই টিনা বেশি দূর ড্রাইভ করে।

উত্তর: উত্তর ২"
62,মাহির ওজন ৬৭৮ নিউটন যেখানে তার বন্ধু মুসার ওজন ৮৫২ নিউটন। যার ভর বেশি হওয়ার সম্ভাবনা আছে?,Option 2,মাহি,মুসা,"আমরা জানি, ওজন (W) = ভর (m) × অভিকর্ষজ ত্বরণ (g). যেহেতু অভিকর্ষজ ত্বরণ (g) একটি ধ্রুবক, তাই যার ওজন বেশি, তার ভরও বেশি হবে। এখানে মুসার ওজন মাহির থেকে বেশি। সুতরাং, মুসার ভর বেশি হওয়ার সম্ভাবনা আছে।

উত্তর: উত্তর ২"
38,আমাদের স্কুল থেকে আয়েশা ও কামালের বাড়ি যথাক্রমে ১ কি.মি. ও ৬০০ মিটার দূরে। আজ আয়েশা ও কামাল বাড়ি থেকে যথাক্রমে ২০ মিনিটে ও ১২ মিনিটে স্কুলে এসেছে। দেখি ওরা একই সময়ে স্কুলে এসেছে কি?,Option 1,একই সময়ে স্কুলে এসেছে,একই সময়ে স্কুলে আসেনি,"আয়েশার বাড়ি থেকে স্কুলের দূরত্ব ১ কি.মি. = ১০০০ মিটার। সে ২০ মিনিটে স্কুলে এসেছে।
কামালের বাড়ি থেকে স্কুলের দূরত্ব ৬০০ মিটার। সে ১২ মিনিটে স্কুলে এসেছে।

এখানে সময় একই কিনা তা সরাসরি বলা যাচ্ছে না, কারণ দূরত্ব ভিন্ন। তাই তারা একই সময়ে স্কুলে এসেছে কিনা তা বলা সম্ভব নয়।

উত্তর: উত্তর ২"
240,একজন সাঁতারু ১২ মিনিটে একটি হ্রদ অতিক্রম করে এবং ৩১ মিনিটে ভেজা কাদা অতিক্রম করে কারণ _____ বেশী মসৃণ?,Option 1,হ্রদ,ভিজা কাদা,"সাঁতারু যখন হ্রদ অতিক্রম করে, তখন তার সময় লাগে ১২ মিনিট। অন্য দিকে, ভেজা কাদা অতিক্রম করতে সময় লাগে ৩১ মিনিট। এর থেকে বোঝা যায় হ্রদের চেয়ে ভেজা কাদা সাঁতারের জন্য বেশি বাধা সৃষ্টি করে। যেহেতু হ্রদটি কম সময়ে অতিক্রম করা যায়, তাই হ্রদ বেশি মসৃণ।

উত্তর: উত্তর ১"
20,১২৩৪৫৬৭৮০৯০ সংখ্যাটি ৯৮৭৬৫৪৩২১ সংখ্যাটি থেকে  ?,Option 2,ছোট,বড়,"১২৩৪৫৬৭৮০৯০ সংখ্যাটিতে ১১টি অঙ্ক আছে এবং ৯৮৭৬৫৪৩২১ সংখ্যাটিতে ৯টি অঙ্ক আছে। সুতরাং, প্রথম সংখ্যাটি দ্বিতীয় সংখ্যাটি থেকে বড়।

উত্তর: উত্তর ২"
45,গনিত বইয়ে ৪০০ পৃষ্ঠা এবং বাংলা বইয়ে ৩৫০ পৃষ্ঠা আছে। কোন বইটি বেশি পুরু?,Option 2,বাংলা ,গনিত ,"গণিত বইয়ে ৪০০ পৃষ্ঠা এবং বাংলা বইয়ে ৩৫০ পৃষ্ঠা আছে। যেহেতু ৪০০, ৩৫০ এর থেকে বড়, তাই গণিত বইটির পুরুত্ব বেশি।

উত্তর: উত্তর ২"
89,একটি সেডানের ওজন ৩৩৫১ পাউন্ড এবং একটি আবর্জনা ট্রাক যার ওজন ৬৪০০০ পাউন্ড ট্রাফিক লাইটে আলো সবুজ হয়ে গেলে উভয় গাড়ির বেগ প্রতি ঘণ্টায় ৫০ মাইল পর্যন্ত পৌঁছায়। কোন গাড়ি রেস জিতবে?,Option 1,সেডান,আবর্জনার ট্রাক,"এখানে, কোন গাড়িটি রেস জিতবে তা বের করার জন্য আমাদের মূলত ত্বরণের (acceleration) উপর নজর রাখতে হবে। যেহেতু উভয় গাড়ির চূড়ান্ত বেগ একই (৫০ মাইল প্রতি ঘণ্টা), তাই হালকা গাড়িটি, অর্থাৎ সেডান দ্রুত সেই বেগ অর্জন করবে। কারণ তার ভর কম।

উত্তর: উত্তর ১"
378,বিউটি কুইন ১৩ মিটার/সেকেন্ড গতিতে মার্বেল মেঝেতে কিন্তু কাঠের মেঝেতে ৯ মিটার/সেকেন্ড গতিতে হাটতে পেড়েছিলেন। কারণ এটি ছিল?,Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী,"এখানে সমস্যাটি হলো বিউটি কুইন মার্বেল মেঝেতে দ্রুত এবং কাঠের মেঝেতে ধীরে হাঁটতে পারার কারণ নির্ণয় করা। এর কারণ হল মার্বেল মেঝে কাঠের মেঝের চেয়ে কম প্রতিরোধী।

অতএব, সঠিক উত্তরটি হল:

**উত্তর: উত্তর ২**"
220,একটি বিড়াল নদীর মধ্য দিয়ে ৫ মি/সেকেন্ড এবং জঙ্গলের মধ্য দিয়ে ৯.৮৯ মি/সেকেন্ড গতিতে চলে। এর মানে বিড়াল কম বাধা পায়?,Option 1,জঙ্গল,নদী,"বিড়ালটির নদীর চেয়ে জঙ্গলের মধ্য দিয়ে বেশি গতিতে চলার অর্থ হলো জঙ্গলে তার কম বাধা পেতে হয়।

উত্তর: উত্তর ২"
30,আপনি কোনটি বেশী শুনতে পাবেন বলে মনে করেন?,Option 2,একটি হেলিকপ্টার যেটি 154 ফুট দূরে উড়ছে,একটি হেলিকপ্টার যা ৬২ মিটার দূরে উড়ছে,"এখানে আমাদের দেখতে হবে কোনটি বেশি দূরত্ব নির্দেশ করছে। যেহেতু ১ মিটার = ৩.২৮০৮৪ ফুট, তাই ৬২ মিটার = ৬২ * ৩.২৮০৮৪ = ২০৩.৪৪ ফুট। সুতরাং ৬২ মিটার, ১৫৪ ফুটের চেয়ে বেশি।

উত্তর: উত্তর ২"
151,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ১ মিনিট পরে থামল। নীলটি ৫৭ সেকেন্ড পরে থামল। কোনটি সবচেয়ে দূরে গড়িয়ে গেলো?,Option 1,লাল বল,নীল বল,"এখানে দূরত্ব সম্পর্কে কোনো তথ্য দেওয়া নেই, শুধুমাত্র থামার সময় দেওয়া আছে। তাই, কোন বল সবচেয়ে দূরে গড়িয়েছে, তা বলা সম্ভব নয়। যেহেতু কোনো সিদ্ধান্তে আসা যাচ্ছে না, তাই প্রদত্ত উত্তরগুলো সরাসরি তুলনা করে উত্তর দেওয়া যাক। লাল বল ১ মিনিটে (৬০ সেকেন্ড) থামে এবং নীল বল ৫৭ সেকেন্ডে থামে। যেহেতু লাল বলটি নীল বলের চেয়ে বেশি সময় ধরে গড়িয়েছে, তাই সম্ভবত লাল বলটি বেশি দূরত্ব অতিক্রম করেছে।

উত্তর: উত্তর ১"
26,১২৩৪৫৬৭৮০৯০ থেকে  ৯৮৭৬৫৪৩২১ সংখ্যাটি?,Option 1,ছোট,বড়,"১২৩৪৫৬৭৮০৯০ সংখ্যাটি ৯৮৭৬৫৪৩২১ সংখ্যা থেকে বড়।

উত্তর: উত্তর ২"
1,"একটি পিকআপ এবং একটি ভ্যান উভয়ই মহাসড়কে ৬০ মাইল বেগে চলছে। 
যদি পিকআপটি প্রস্থানের দিকে চলে যায় এবং ভ্যানটি তাড়াতাড়ি থামে, 
তবে কোন গাড়িটি কম দূরত্ব অতিক্রম করবে?",Option 1,পিকআপ,ভ্যান,"যেহেতু পিকআপটি প্রস্থানের দিকে চলে যাচ্ছে, তাই এটি কোনো দূরত্বই অতিক্রম করবে না। অন্যদিকে ভ্যানটি থামার আগে কিছু দূরত্ব অতিক্রম করবে।

উত্তর: উত্তর ১"
206,জরিনা লক্ষ্য করেছেন যে মটর নুড়ির উপর পেন্সিলটি ঘূর্ণায়মান করার সময় ৪৯ জুল তাপ এবং ৩১ জুল তাপ উৎপন্ন হয় যখন এটিকে কার্পেটের উপর ঘূর্ণায়মান করা হয়। পেন্সিল কোথায় বেশী বাধা প্রাপ্ত হয়?,Option 2,কার্পেট,মটর নুড়ি,"এখানে, পেন্সিলটিকে কার্পেটের উপর ঘোরানোর সময় বেশি তাপ উৎপন্ন হয় (৪৯ জুল), যেখানে মটর নুড়ির উপর ঘোরানোর সময় কম তাপ উৎপন্ন হয় (৩১ জুল)। বেশি তাপ উৎপন্ন হওয়ার অর্থ হল কার্পেট পেন্সিলটিকে ঘোরানোর সময় বেশি বাধা দিচ্ছে।

উত্তর: উত্তর ১"
185,"পুকুরে কচ্ছপের সাঁতারের গতি ৫ মি/সে, যখন সাগরে ২ মি/সে হয় কোনটি অধিক মসৃণ?",Option 1,পুকুর,মহাসাগর,"এখানে কচ্ছপের সাঁতারের গতির মসৃণতা বিচার করা হচ্ছে। পুকুরে কচ্ছপের সাঁতারের গতি বেশি (৫ মি/সে) যেখানে সাগরে কম (২ মি/সে)। সাধারণত, যেখানে গতি বেশি থাকে, সেখানে বেশি বেগ পেতে হয় এবং বেশি বাধা অতিক্রম করতে হয়। তাই, সাগরে সাঁতার কাটার সময় কচ্ছপ কম বেগ অনুভব করবে।

উত্তর: উত্তর ২"
296,জ্যাসপার তার ভাগ্নেকে নিয়ে যাচ্ছে পার্কে। তারপর তার ভাগ্নির পালা। তার ভাগ্নির পাঁচ বছরের বড় এবং তার ওজন ২১ কেজি যেখানে তার ভাগ্নের ওজন ২৪ কেজি। কার মাধ্যাকর্ষণ টান বেশি?,Option 2,ভাগ্নি,ভাগ্নে,"এখানে মাধ্যাকর্ষণ টান বেশি হবে যার ওজন বেশি তার। যেহেতু ভাগ্নের ওজন ২৪ কেজি এবং ভাগ্নির ওজন ২১ কেজি, তাই ভাগ্নের মাধ্যাকর্ষণ টান বেশি হবে।

উত্তর: উত্তর ২"
319,একটি হাত ১২ সেকেন্ডে ২০০ সেন্টিমিটার আকারের জলের ট্যাঙ্কের মধ্য দিয়ে যেতে পারে এবং এটি ৭ সেকেন্ডে বাতাসের মাধ্যে ২ মিটার যেতে পারে। কোথায় কম ঘর্ষণ আছে?,Option 2,জল,বায়ু,"এখানে ঘর্ষণ কম কোথায়, তা বোঝার জন্য বেগ বিবেচনা করতে হবে।

জলে হাতের বেগ = ২০০ সেমি / ১২ সেকেন্ড = 200/12 সেমি/সেকেন্ড = 16.67 সেমি/সেকেন্ড = 0.1667 মিটার/ সেকেন্ড

বাতাসে হাতের বেগ = ২ মিটার / ৭ সেকেন্ড = 0.2857 মিটার/ সেকেন্ড

যেহেতু বাতাসে হাতের বেগ বেশি, তাই বোঝাই যাচ্ছে যে বাতাসে ঘর্ষণ কম।

উত্তর: উত্তর ২"
166,একটি চিতা ৪৫ কিমি/ঘন্টা বেগে দৌড়ায় আর কুকুর ২ কিমি/ঘন্টা বেগে দৌড়ায় তাই চিতার কেমন সময় লাগবে?,Option 1,কম সময়,বেশী সময়,"এখানে প্রশ্নটি অসম্পূর্ণ। চিতা এবং কুকুরের গতিবেগ দেওয়া আছে, কিন্তু কোনো নির্দিষ্ট দূরত্ব উল্লেখ করা নেই যে ঐ দূরত্ব অতিক্রম করতে চিতার কেমন সময় লাগবে। যেহেতু চিতার গতিবেগ কুকুরের চেয়ে বেশি, তাই কোনো নির্দিষ্ট দূরত্ব অতিক্রম করতে চিতার কুকুরের চেয়ে কম সময় লাগবে।

উত্তর: উত্তর ১"
341,আমি একটি গাড়িতে ২৩ মি/সে গতিতে এবং একটি সাইকেলে ৪ মি/সে গতিতে ভ্রমণ করতে পারি। কোনটি ধীর?,Option 1,সাইকেল,গাড়ী,"এখানে গাড়ির গতি ২৩ মি/সে এবং সাইকেলের গতি ৪ মি/সে। যেহেতু ৪, ২৩ এর চেয়ে ছোট, তাই সাইকেলের গতি কম।

উত্তর: উত্তর ১"
361,"একজন ভলিবল খেলোয়াড় জিমের মেঝেতে ৩ মিটার লাফ দিয়েছিলেন, কিন্তু সাগরের তীরে বালিতে ১.২ মিটার লাফ দিয়েছিলেন। কারণ এটি ছিল?",Option 1,বেশি প্রতিরোধী,কম প্রতিরোধী,"এখানে সমস্যাটি হলো একজন ভলিবল খেলোয়াড় জিমের মেঝেতে ৩ মিটার লাফ দিতে পারলেও বালিতে ১.২ মিটার লাফ দিতে পারছেন। এর কারণ হিসেবে বালির কম বা বেশি প্রতিরোধ ক্ষমতাকে বিবেচনা করা হচ্ছে।

আমরা জানি, বালিতে লাফ দিলে বালি সরে যায়, ফলে প্রতিক্রিয়া বল কম উৎপন্ন হয়। এই কারণে উল্লম্ব দিকে বল প্রয়োগে বাধার সৃষ্টি হয় এবং বেশি উচ্চতা পর্যন্ত পৌঁছানো যায় না। অন্য দিকে, জিমের মেঝেতে লাফ দিলে মেঝেটি কঠিন হওয়ার কারণে সরে যায় না এবং প্রতিক্রিয়া বল বেশি থাকে। তাই বেশি উচ্চতা পর্যন্ত লাফানো যায়।

সুতরাং, বালি কম প্রতিরোধী হওয়ার কারণেই খেলোয়াড় কম উচ্চতা পর্যন্ত লাফাতে পেরেছিলেন।

উত্তর: উত্তর ২"
156,লিসা দুটি মডেলের রকেট নিয়ে খেলছিল। তিনি একই সময়ে রকেট দুটি আঁকাশে নিক্ষেপ করলে ৩০ সেকেন্ড পরে কালোটি মাটি থেকে ৩০ মিটার উপরে এবং লালটি মাটি থেকে ১৮ মিটার উপরে ছিল। কোনটির গতি বেশি ছিল?,Option 2,লালটির,কালোটির,"এখানে, দুটি রকেট একই সময়ে উৎক্ষেপণ করা হয়েছে এবং ৩০ সেকেন্ড পরে তাদের উচ্চতা দেওয়া আছে। যেহেতু কালো রকেটটি ৩০ সেকেন্ডে ১৮ মিটারের চেয়ে বেশি (৩০ মিটার) উচ্চতায় উঠেছে, তাই কালো রকেটটির গতি বেশি ছিল।

উত্তর: উত্তর ২"
