Q No.,Question,Answer,option1,option2,Model Response
163,"একটি রেস কার এবং একটি পিকআপ উভয়ই একই গতিতে হাইওয়েতে চলেছিল। রেস কারের চালক ক্লান্ত হয়ে পড়ে এবং ১৫ মিনিট পরে পার্ক করে, যখন পিকআপের চালক আরও ১৫ মিনিট চালিয়ে যান। কোন যানটি শেষ পর্যন্ত বেশি দূরত্ব অতিক্রম করেছে?",Option 2,রেস গাড়ী,পিকআপ,"যেহেতু রেস কার এবং পিকআপ উভয়ই একই গতিতে হাইওয়েতে চলছিল, তাই তারা যে কোনো সময়ে একই দূরত্ব অতিক্রম করেছে। যখন রেস কারটি ১৫ মিনিট পরে থামে, পিকআপটি আরও ১৫ মিনিট চলতে থাকে। এই ১৫ মিনিটে, পিকআপটি অতিরিক্ত দূরত্ব অতিক্রম করেছে যা রেস কারটি থামার পরে অতিক্রম করতে পারেনি।

উত্তর: উত্তর ২"
137,যদি একজন স্কেটার একটি মাঠে ৩৪ মিটার/সেকেন্ড এবং একটি স্কেট পার্কে ২২ মিটার/সেকেন্ড গতিতে রাইড করে তাহলে এর মানে হল যে _____ বেশী রুক্ষ?,Option 1,স্কেট পার্ক,মাঠ,"প্রদত্ত তথ্য থেকে, আমরা জানি যে স্কেটার একটি মাঠে ৩৪ মিটার/সেকেন্ড এবং একটি স্কেট পার্কে ২২ মিটার/সেকেন্ড গতিতে রাইড করে। যেহেতু স্কেটার মাঠে স্কেট পার্কের চেয়ে বেশি গতিতে রাইড করে, তাই এর অর্থ হল মাঠটি স্কেট পার্কের চেয়ে কম রুক্ষ। অন্যদিকে, স্কেট পার্কের গতি কম, তাই এটি বেশি রুক্ষ।

উত্তর: উত্তর ১"
32,এক টুকরো চুলের ব্যাস ০.০৬ মি.মি. যেখানে একটি দড়ির ব্যাস ১১ মি.মি. তাই চুল?,Option 2,শক্তিশালী,দুর্বল,"একটি দড়ির ব্যাস যদি ১১ মি.মি. হয়, তাহলে এটি অনেক মোটা এবং শক্তিশালী। অন্যদিকে, একটি চুলের ব্যাস যদি ০.০৬ মি.মি. হয়, তাহলে এটি অনেক পাতলা এবং দুর্বল। তাই, তুলনা করলে, চুলটি অনেক দুর্বল হবে।

উত্তর: উত্তর ২"
23,২২২২২২২ থেকে  ৫৫৫৫৫৫ সংখ্যাটি?,Option 2,বড়,ছোট,"সমস্যাটি হলো ২২২২২২২ থেকে ৫৫৫৫৫৫ সংখ্যাটি বড় নাকি ছোট। 

২২২২২২২ এবং ৫৫৫৫৫৫ উভয়ই ৮ সংখ্যার সংখ্যা। প্রথম সংখ্যা থেকে শুরু করে, বাম থেকে ডানে, আমরা পাই:
- প্রথম সংখ্যায়, ২ হল ছোট।
- দ্বিতীয় সংখ্যায়, ২ হল ছোট।
- তৃতীয় সংখ্যায়, ২ হল ছোট।
- চতুর্থ সংখ্যায়, ২ হল ছোট।
- পঞ্চম সংখ্যায়, ২ হল ছোট।
- ষষ্ঠ সংখ্যায়, ২ হল ছোট।
- সপ্তম সংখ্যায়, ২ হল ছোট।
- অষ্টম সংখ্যায়, ২ হল ছোট।

সুতরাং,"
7,স্ট্যানলি এবং কাইল রাস্তায় ৪০ মাইল গতিতে তাদের গাড়ি চালাচ্ছেন। স্ট্যানলি তার ফোনের উত্তর দেওয়ার জন্য তার গাড়ি থামিয়ে দেয় যখন কাইল গাড়ি চালিয়ে যায়। সবচেয়ে কম দূরত্বে গাড়ি চালায় কে?,Option 1,স্ট্যানলি ,কাইল,"যেহেতু স্ট্যানলি তার গাড়ি থামিয়ে দেয়, তাই সে আর গাড়ি চালাচ্ছে না। অন্যদিকে, কাইল গাড়ি চালিয়ে যাচ্ছে। অতএব, স্ট্যানলি সবচেয়ে কম সময় ধরে গাড়ি চালাচ্ছে।

উত্তর: উত্তর ১"
360,"পুরানো গাছের কাণ্ডের প্রস্থ ৫.১ ইঞ্চি, এবং নতুন গাছের কাণ্ডের পুরুত্ব ১০ সেমি, তাহলে পুরানো গাছটি ছিল তুলনামূলক?",Option 1,শক্তিশালী গাছ,দুর্বল গাছ,"প্রথমে, আমাদের পুরানো গাছের কাণ্ডের প্রস্থ এবং নতুন গাছের কাণ্ডের পুরুত্ব একই এককে রূপান্তর করতে হবে। আমরা জানি যে ১ ইঞ্চি = ২.৫৪ সেমি।

৫.১ ইঞ্চি = ৫.১ * ২.৫৪ সেমি = ১২.৯৫৪ সেমি।

যেহেতু ১২.৯৫৪ সেমি > ১০ সেমি, তাই পুরানো গাছের কাণ্ডের প্রস্থ বেশি।

উত্তর: উত্তর ১"
295,"ম্যামথটি জলের গর্তের মধ্য দিয়ে ঘন্টায় ১৮ কিমি বেগে চলেছিল, কিন্তু শক্ত ময়লার উপর ঘন্টায় ২৭ কিমি বেগে চলেছিল কারণ শক্ত ময়লা ছিল?",Option 1,কম প্রতিরোধী,বেশী প্রতিরোধী,"যেহেতু ম্যামথটি জলের গর্তের মধ্য দিয়ে ঘন্টায় ১৮ কিমি বেগে চলেছিল, কিন্তু শক্ত ময়লার উপর ঘন্টায় ২৭ কিমি বেগে চলেছিল, এর মানে হল যে শক্ত ময়লার উপর চলার সময় কম প্রতিরোধ ছিল। কারণ প্রতিরোধ কম হলে গতি বেশি হয়।

উত্তর: উত্তর ১"
189,একটি বিড়াল নদীর মধ্য দিয়ে ১২.৫৭ মিটার/সেকেন্ড এবং জঙ্গলের মধ্য দিয়ে ৩২.৯৪ মিটার/সেকেন্ড গতিতে চলে। এর মানে বিড়াল কম বাধা পায়?,Option 1,জঙ্গলে,নদীতে,"প্রদত্ত সমস্যা বিশ্লেষণ করে দেখা যায়, বিড়াল নদীর মধ্য দিয়ে ১২.৫৭ মিটার/সেকেন্ড এবং জঙ্গলের মধ্য দিয়ে ৩২.৯৪ মিটার/সেকেন্ড গতিতে চলে। 

যেহেতু বিড়াল জঙ্গলের মধ্য দিয়ে দ্রুত গতিতে চলে, তাই এর মানে জঙ্গলের মধ্য দিয়ে চলার সময় কম বাধা পাচ্ছে। 

উত্তর: উত্তর ১"
126,বিলি এবং জিমি একদিন দৌড়ে বাড়ি ফিরার সিদ্ধান্ত নেয়। জিমি ১০০ মিনিটে বাড়ি ফিরেছে এবং বিলি ১ ঘন্টা সময় নিয়েছে। জিমি কি তাই?,Option 1,ধীর,দ্রুত,"যেহেতু জিমি ১০০ মিনিটে বাড়ি ফিরেছে এবং বিলি ১ ঘন্টা (৬০ মিনিট) সময় নিয়েছে, জিমি বিলির থেকে বেশি সময় নিয়েছে। এর মানে হল জিমি বিলির চেয়ে ধীর গতিতে দৌড়েছে। তাই, সঠিক উত্তর হল জিমি ধীর।

উত্তর: উত্তর ১"
101,টিনা এবং মিনা দুজনেই হাইওয়েতে একই গতিতে যাচ্ছে। টিনা ১২৯ মিনিট এবং মিনা ৩৬ মিনিট ৪৮ সেকেন্ড ড্রাইভ করেন। কে বেশী দূর ড্রাইভ করে?,Option 2,মিনা,টিনা,"এই সমস্যা সমাধানের জন্য, আমরা উভয়েরই ড্রাইভিং সময়কে একই ইউনিটে রূপান্তর করতে পারি, যেমন সেকেন্ড।

টিনার ড্রাইভিং সময় = ১২৯ মিনিট
যেহেতু ১ মিনিট = ৬০ সেকেন্ড,
তাই, টিনার ড্রাইভিং সময় = ১২৯ * ৬০ = ৭৭৪০ সেকেন্ড

মিনার ড্রাইভিং সময় = ৩৬ মিনিট ৪৮ সেকেন্ড
যেহেতু ১ মিনিট = ৬০ সেকেন্ড,
তাই, মিনার ড্রাইভিং সময় = (৩৬ * ৬০) + ৪৮ = ২১৬৮ + ৪৮ = ২২১৬ সেকেন্ড

স্পষ্টতই, ৭৭৪০ > ২২১৬
এইভাবে, টিনা বেশি সময় ড্রাইভ করেছেন এবং"
62,মাহির ওজন ৬৭৮ নিউটন যেখানে তার বন্ধু মুসার ওজন ৮৫২ নিউটন। যার ভর বেশি হওয়ার সম্ভাবনা আছে?,Option 2,মাহি,মুসা,"ভর এবং ওজনের মধ্যে সম্পর্ক বোঝার মাধ্যমে এই সমস্যাটি সমাধান করা যেতে পারে। ভর একটি বস্তুর পদার্থের পরিমাণকে বোঝায়, যা ধ্রুবক থাকে যেকোনো স্থানে, যেখানে ওজন হল বস্তুর ভরের উপর ক্রিয়াশীল মাধ্যাকর্ষণ শক্তি। যেহেতু মাধ্যাকর্ষণ শক্তি একই থাকে একই স্থানে, তাই আমরা ওজনের তুলনা করে ভরের তুলনা করতে পারি।

প্রদত্ত তথ্য অনুসারে, মাহির ওজন ৬৭৮ নিউটন এবং মুসার ওজন ৮৫২ নিউটন। যেহেতু ওজন ভরের সাথে সরাসরি সম্পর্কিত, তাই বেশি ওজনের অর্থ বেশ"
38,আমাদের স্কুল থেকে আয়েশা ও কামালের বাড়ি যথাক্রমে ১ কি.মি. ও ৬০০ মিটার দূরে। আজ আয়েশা ও কামাল বাড়ি থেকে যথাক্রমে ২০ মিনিটে ও ১২ মিনিটে স্কুলে এসেছে। দেখি ওরা একই সময়ে স্কুলে এসেছে কি?,Option 1,একই সময়ে স্কুলে এসেছে,একই সময়ে স্কুলে আসেনি,"আমাদের দুটি বিষয় বিবেচনা করতে হবে: আয়েশা এবং কামালের বাড়ি থেকে স্কুলের দূরত্ব এবং তারা কত সময় নিয়ে স্কুলে পৌঁছেছে।

আয়েশা এবং কামালের বাড়ি থেকে স্কুলের দূরত্ব যথাক্রমে 1 কি.মি. এবং 600 মিটার। এর মানে হল আয়েশার বাড়ি থেকে স্কুলের দূরত্ব 1000 মিটার (1 কি.মি. = 1000 মিটার) এবং কামালের বাড়ি থেকে স্কুলের দূরত্ব 600 মিটার।

এখন, দেখা যাক তারা কত সময় নিয়ে স্কুলে পৌঁছেছে। আয়েশা 20 মিনিটে স্কুলে পৌঁছেছে এবং কামাল 12 মিনিটে স্ক�"
240,একজন সাঁতারু ১২ মিনিটে একটি হ্রদ অতিক্রম করে এবং ৩১ মিনিটে ভেজা কাদা অতিক্রম করে কারণ _____ বেশী মসৃণ?,Option 1,হ্রদ,ভিজা কাদা,"প্রদত্ত সমস্যা বিশ্লেষণ করে দেখা যায় যে, সাঁতারু একটি হ্রদ অতিক্রম করতে ১২ মিনিট সময় নিচ্ছে, অন্যদিকে ভেজা কাদা অতিক্রম করতে ৩১ মিনিট সময় লাগছে। এখানে একটি পরিস্থিতি দেখা যাচ্ছে যেখানে হ্রদের তুলনায় ভেজা কাদা অতিক্রম করতে বেশি সময় লাগছে। 

এই পার্থক্যের কারণ হলো হ্রদ এবং ভেজা কাদার পৃষ্ঠের গঠন। হ্রদের জল সাধারণত মসৃণ, যা সাঁতারুর জন্য সহজে চলাচল করা সহজ করে তোলে। অন্যদিকে, ভেজা কাদা অমসৃণ এবং আঠালো, যা চলাচলকে ব"
20,১২৩৪৫৬৭৮০৯০ সংখ্যাটি ৯৮৭৬৫৪৩২১ সংখ্যাটি থেকে  ?,Option 2,ছোট,বড়,"প্রদত্ত সংখ্যাগুলো তুলনা করে দেখা যাক:

১২৩৪৫৬৭৮০৯০ এবং ৯৮৭৬৫৪৩২১

প্রথম অঙ্ক থেকে শুরু করে ডানের দিকে যাওয়া যাক:

১ (প্রথম সংখ্যা) < ৯ (দ্বিতীয় সংখ্যা)

সুতরাং, আমরা দেখতে পাচ্ছি যে ১২৩৪৫৬৭৮০৯০ সংখ্যাটি ৯৮৭৬৫৪৩২১ সংখ্যাটি থেকে ছোট।

উত্তর: উত্তর ১"
45,গনিত বইয়ে ৪০০ পৃষ্ঠা এবং বাংলা বইয়ে ৩৫০ পৃষ্ঠা আছে। কোন বইটি বেশি পুরু?,Option 2,বাংলা ,গনিত ,"গণিত বইটিতে ৪০০ পৃষ্ঠা এবং বাংলা বইটিতে ৩৫০ পৃষ্ঠা আছে। এখন, আমাদের বইয়ের পুরুত্বের তুলনা করতে হবে। পৃষ্ঠা সংখ্যা বেশি হলে বইটি বেশি পুরু বলে মনে করা হয়।

গণিত বইয়ের পৃষ্ঠা সংখ্যা: ৪০০
বাংলা বইয়ের পৃষ্ঠা সংখ্যা: ৩৫০

যেহেতু ৪০০ > ৩৫০, তাই গণিত বইটি বাংলা বইয়ের চেয়ে বেশি পুরু।

উত্তর: উত্তর ২"
89,একটি সেডানের ওজন ৩৩৫১ পাউন্ড এবং একটি আবর্জনা ট্রাক যার ওজন ৬৪০০০ পাউন্ড ট্রাফিক লাইটে আলো সবুজ হয়ে গেলে উভয় গাড়ির বেগ প্রতি ঘণ্টায় ৫০ মাইল পর্যন্ত পৌঁছায়। কোন গাড়ি রেস জিতবে?,Option 1,সেডান,আবর্জনার ট্রাক,"এই সমস্যাটি সমাধান করার জন্য, আমাদের গাড়ির ওজন এবং তাদের গতির মধ্যে সম্পর্ক বিবেচনা করতে হবে। প্রশ্নে দেওয়া হয়েছে যে উভয় গাড়ির বেগ প্রতি ঘণ্টায় ৫০ মাইল পর্যন্ত পৌঁছায়। এর মানে হল যে উভয় গাড়ি একই গতিতে চলছে।

গতির পার্থক্য না থাকলে, গাড়ির ওজনও এই প্রেক্ষাপটে কোনো ভূমিকা পালন করে না। তাই, এই ক্ষেত্রে, সেডান এবং আবর্জনা ট্রাক উভয়ই একই গতিতে চলবে। যাইহোক, যেহেতু একটি নির্দিষ্ট উত্তর প্রয়োজন, আমরা অনুমান করতে �"
378,বিউটি কুইন ১৩ মিটার/সেকেন্ড গতিতে মার্বেল মেঝেতে কিন্তু কাঠের মেঝেতে ৯ মিটার/সেকেন্ড গতিতে হাটতে পেড়েছিলেন। কারণ এটি ছিল?,Option 1,বেশী প্রতিরোধী,কম প্রতিরোধী,"বিউটি কুইন ১৩ মিটার/সেকেন্ড গতিতে মার্বেল মেঝেতে হাটতে পেরেছিলেন কিন্তু কাঠের মেঝেতে ৯ মিটার/সেকেন্ড গতিতে হাটতে পেরেছিলেন। এটি কারণ হলো কাঠের মেঝেতে চলার জন্য বেশি প্রতিরোধ বা ঘর্ষণ থাকে যা তার গতিকে কমিয়ে দেয়।

উত্তর: উত্তর ১"
220,একটি বিড়াল নদীর মধ্য দিয়ে ৫ মি/সেকেন্ড এবং জঙ্গলের মধ্য দিয়ে ৯.৮৯ মি/সেকেন্ড গতিতে চলে। এর মানে বিড়াল কম বাধা পায়?,Option 1,জঙ্গল,নদী,"বিড়ালটি জঙ্গলের মধ্য দিয়ে ৯.৮৯ মি/সেকেন্ড এবং নদীর মধ্য দিয়ে ৫ মি/সেকেন্ড গতিতে চলে। এখানে, বিড়ালটি জঙ্গলের মধ্য দিয়ে দ্রুত গতিতে চলছে, যার মানে এটি জঙ্গলের মধ্য দিয়ে কম বাধা পাচ্ছে। অন্যদিকে, নদীর মধ্য দিয়ে এর গতি কম, যার মানে এটি নদীর মধ্য দিয়ে বেশি বাধা পাচ্ছে। 

উত্তর: উত্তর ১"
30,আপনি কোনটি বেশী শুনতে পাবেন বলে মনে করেন?,Option 2,একটি হেলিকপ্টার যেটি 154 ফুট দূরে উড়ছে,একটি হেলিকপ্টার যা ৬২ মিটার দূরে উড়ছে,"যেহেতু ৬২ মিটার প্রায় ২০৪ ফুটের সমান, তাই ১৫৪ ফুট দূরত্বটি তার থেকে কম। অতএব, একটি হেলিকপ্টার যেটি ১৫৪ ফুট দূরে উড়ছে তা বেশি শোনা যাবে।

উত্তর: উত্তর ১"
151,একটি ছোট ছেলে হলওয়ের নিচে তার দুটি রাবারের বল গড়িয়েছে। লাল বল ১ মিনিট পরে থামল। নীলটি ৫৭ সেকেন্ড পরে থামল। কোনটি সবচেয়ে দূরে গড়িয়ে গেলো?,Option 1,লাল বল,নীল বল,"একটি বল যতক্ষণ না থেমে যায় ততক্ষণ এটি গড়ায়। সুতরাং, যে বলটি বেশি সময় গড়ায়, সেটি বেশি দূরে যাবে। লাল বলটি ১ মিনিট (৬০ সেকেন্ড) পরে থেমে যায়, কিন্তু নীল বলটি ৫৭ সেকেন্ড পরে থেমে যায়। তাই, লাল বলটি নীল বলের চেয়ে বেশি সময় গড়ায়। অতএব, লাল বল নীল বলের চেয়ে বেশি দূরে গড়িয়েছে।

উত্তর: উত্তর ১"
26,১২৩৪৫৬৭৮০৯০ থেকে  ৯৮৭৬৫৪৩২১ সংখ্যাটি?,Option 1,ছোট,বড়,"১২৩৪৫৬৭৮০৯০ থেকে ৯৮৭৬৫৪৩২১ সংখ্যাটি তুলনা করলে পাওয়া যায় যে, ৯৮৭৬৫৪৩২১ সংখ্যাটি ১২৩৪৫৬৭৮০৯০ এর থেকে ছোট। 

উত্তর: উত্তর ১"
1,"একটি পিকআপ এবং একটি ভ্যান উভয়ই মহাসড়কে ৬০ মাইল বেগে চলছে। 
যদি পিকআপটি প্রস্থানের দিকে চলে যায় এবং ভ্যানটি তাড়াতাড়ি থামে, 
তবে কোন গাড়িটি কম দূরত্ব অতিক্রম করবে?",Option 1,পিকআপ,ভ্যান,"যদি পিকআপটি প্রস্থানের দিকে চলে যায় এবং ভ্যানটি তাড়াতাড়ি থামে, তাহলে ভ্যানটি কম দূরত্ব অতিক্রম করবে। কারণ, ভ্যানটি দ্রুত থামছে, তাই তার গতি কমে যাচ্ছে এবং কম দূরত্ব অতিক্রম করছে। অন্যদিকে, পিকআপটি প্রস্থানের দিকে চলে যাচ্ছে, তাই তার গতি বাড়ছে এবং বেশি দূরত্ব অতিক্রম করছে।

উত্তর: উত্তর ২"
